,sa_finance1_cocode,sa_company_name,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_st_trade_bills_receivables,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,traded_qty
16,4831,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,7.0,1.3,81.9,-0.2,81.9,0.0,54.0,0.4,1879.5632660550457,1871.070374449339,3.3,3.5,1.3,-2.4,0.5,-2.0,2.2,60.0,106.2,1.8,2.32,4.5,7.2,1.1,1.3,27.9,24.7,106.2,5.7,52.7,8114.080324324324,7.0,1.3,-0.1876,1.6427,-0.055,1.7,-1.9,0.3,0.3,-3.3,1.1,5.2632,0.0837,-0.4828,117.3341,-13.4027,-14.9408,45.8333,48.6111,2.7778,0.386,-2.8571,0.0,0.0,0.0,72.2222,0.0,11.1111,27.7778,-11.1111,25.7143,4.2857,-2.8571,15.7143,24.2857,2.0757,-0.2442,1.3431,2.6862,2.0757,-0.2442,2.0323,69.0909,0.0,44.25,44.9167,0.0,42.8333,4169.1111,24.648626711362027,26.285142996856447,10.0,0.0123,0.0515,10.0,0.3167,84.9,10.0,1.0492,58.2,5315.0
17,5003,ACCEL FRONTLINE LTD.,4895.1,4008.9,3026.7,509.2,3026.7,7462.3543,2011.9,2272.4,1406.6,1406.6,3756.4,3937.4,64.3,509.2,1085.9,264.0,891.5,297.6,304.6,1150.2,3171.1,3807.4,4397.4,3992.4,64.3,1014.8,165.7,304.6,872.8,-627.2,447.7,4895.1,4020.4,193.2077,994.3307,52.5615,509.2,0.0,904.9,631.7,199.7,846.7,2419.3724,1.6164,8.1559,80.1815,15.58,4.3152,85.4232,89.5393,4.1161,1.0214,10.4022,0.0,8.0247,15.7277,5.5903,0.0,15.7364,10.6503,44.2706,23.497,12.9047,10.4022,17.2969,10.4022,-17.5982462241788,-15.165490044023032,0.11432241788012261,47.6968,27.2431,27.2431,16.8139,81.9759,69.914,0.6552,0.7328,26.7377,0.0226,17.6393,2.9992,6.3129,5.28,13.8501,22.0269,10.0,18.2213,188.8,90.4,1.1998,2605.652,377174.0
18,5284,ACE SOFTWARE EXPORTS LTD.,98.3,87.7,217.1,12.0,217.1,21.4811,60.6,16.0,0.6,0.6,83.0,83.1,2.9,12.0,12.9,5.2,12.8,46.8,100.0,15.8,23.27,84.3,86.8,87.4,2.9,156.5,36.1,100.0,10.6,37.2,8114.080324324324,98.3,88.2,6.7184,0.1692,0.0124,12.0,0.0,12.8,12.8,2.3,15.1,242.9363,0.5023,0.5149,2.452,97.3678,7.1046,95.6221,95.7373,0.1152,1.2075,12.2075,0.0,0.0,0.0,18.3544,0.0,0.6329,5.0633,75.9494,16.0732,13.0214,12.2075,15.3611,12.2075,6.5502,6.5502,8.2424,6.9869,6.5502,6.5502,6.1318,52.5263,0.9901,1.9187,3.325,0.0,1.8063,26.4116,292.3333,0.3711,3.5745,1.0098,3.5943,10.0,2.5641,189.7,40.2,1.2,181.35,26086.0
19,5568,ACROW INDIA LTD.,15.1,13844.425243445696,222.1,0.0,222.1,9.8744,165.7,4.5,0.6,0.6,10.3,11.0,3.9,0.0,0.8,-10.4,-2.2,6.4,112.5,4.7,4.2,12.6,15.0,-0.1,3.9,56.4,48.3,112.5,12.8,64.0,1.5,12.8,-0.1,-0.3395,2.6082,-0.0687,923.9116286149163,0.0,0.1,-0.1,-14.3,1.7,0.0,0.0675,-0.3636,118.5545,-15.434,-18.1956,68.6667,73.3333,4.6667,-0.1719,0.0,0.0,0.0,4.2553,82.9787,0.0,14.8936,-2.1277,0.0,31.1258,-0.6623,0.0,11.2583,-17.9688,-1.0651,0.0,0.7872,-0.9941,-1.0393,0.0,-1.0277,97.7539,0.3621,13.7333,15.2222,0.025,12.6889,1654.0873,0.0,-2.375,18.2857,0.0,0.0,10.0,-1.4062,216.2,159.0,1.05,98.08,1580.0
20,5695,AD-MANUM FINANCE LTD.,151.0,12.7,731.4,15.5,731.4,3720.7555,681.7,203.2,671.5,671.5,62.7,104.0,3.5,15.5,84.8,-50.0,41.8,75.0,120.2,88.3,27.86,65.9,135.5,12.6,3.5,49.7,29.0,120.2,136.6,476.9,30.5,150.4,12.7,-11.4715,26.6902,-2.2187,15.5,0.0,43.5,16.6,-53.5,45.5,43.7931,0.194,-0.1843,205.3094,-88.2427,-96.677,46.2731,76.7528,30.4797,0.306,10.2649,0.0,0.453,30.0113,3.9638,0.0,46.7724,1.2458,17.5538,58.4768,10.9934,10.2649,30.1325,9.9069,3.215,3.3445,9.8177,5.6502,2.0141,2.0952,1.9148,81.206,98.5037,3.3343,3.3343,0.4866,0.0235,26.5857,0.0177,26.285142996856447,4.6563,0.1057,0.4137,10.0,1.9867,475.1,46.65,1.1273,299.25,7541.0
21,5747,ADANI ENTERPRISES LTD.,101679.6,95462.0,156731.5,1970.3,156731.5,117530.6241,98355.7,97517.7,26642.2,26642.2,95726.4,103165.8,874.1,1440.8,12235.1,4914.7,2364.2,1099.8,14961.3,13109.2,82575.61,89371.2,107009.9,95451.3,874.1,58375.8,12534.0,14961.3,5763.0,-32557.1,19445.0,101620.2,102762.6,3020.3005,13512.268999999998,482.0305,1970.3,0.0,4795.7,2934.4,4040.6,5017.2,761.6244,0.6649,3.2301,79.4157,17.7512,4.2795,89.4556,96.4077,6.9521,0.4102,2.0749,-1.8240399519375192,0.0,14.1984,6.6678,0.0,56.7495,7.3544,15.0299,12.8927,2.8859,1.9378,4.9343,2.0227,5.356,5.134,13.0732,2.192,1.9058,1.8268,1.3441,218.1973,27.0876,0.3332,0.6672,1.7098,0.0537,21.4276,3.401,2.5299,43.1802,6.7856,7.9044,1.0,1.869,39083.9,236.7,1.088,252626.3761,74817700.0
22,5757,ADANI POWER LTD.,100909.0,82524.6,199040.8,-237.7,199040.8,18135.8808,33718.5,78646.8,417.2,417.2,72344.5,92425.2,8606.7,-237.7,19850.5,10180.1,-15410.8,38569.4,7645.1,28457.2,76725.89,80951.1,101146.7,82486.9,8606.7,165322.3,6422.5,7645.1,3096.5,-72717.9,24989.0,85836.5,82524.6,-35835.8174,29966.3485,-9254.8311,-237.7,0.0,-230.2,-237.7,1573.4,8372.5,1284.9295,0.3115,0.1045,-198.1338,236.942,76.0887,71.5243,91.3774,19.853,-4.9768,-0.2356,0.0,0.0,0.0264,30.2444,0.0,70.5646,0.0,-0.8353,28.2009,-0.2356,-0.2356,8.2971,-17.7115,-21.3938,-0.3345,11.7819,-6.0137,-5.9326,-0.0928,-4.6934,47.0317,1.2373,0.066,0.0755,1.0237,0.0268,9.5151,9.2403,2.5808,69.5878,0.6287,0.7065,10.0,-2.718,95391.2,47.8,1.1758,181083.2833,124345256.0
23,5843,ADARSH PLANT PROTECT LTD.,112.4,112.2,77.9,-12.0,77.9,76.7533,70.7,26.2,35.1,35.1,110.6,116.1,0.5,-12.0,-5.3,-5.0,-10.9,99.1,4.8,-4.8,100.31,117.7,117.8,109.3,0.5,7.2,3.6,4.8,0.1,42.1,37.0,112.4,105.6,3.2401,-8.4088,-0.2313,-12.0,0.0,-10.8,-12.0,-5.5,-10.3,3116.6667,1.4328,-2.5714,155.7184,-60.0015,4.0283,93.8879,98.5569,4.6689,-109.0,-10.6762,0.0,0.0,-25.0,-10.4167,0.0,-114.5833,0.0,250.0,-4.2705,-10.6762,-10.6762,-9.1637,-10.6762,-57.8313,-57.8313,-49.6386,-15.5271,-17.094,-17.094,-15.2964,104.504,49.6464,1.4084,2.6069,3.7483,0.0458,6.2022,3.1785,17.4393,20.4364,23.8723,29.5263,10.0,-0.7567,16.6,9.39,1.0492,93.069,1100.0
24,6011,ADHARSHILA CAPITAL SERVICES LTD.,1.3,0.8,58.7,-1.3,58.7,0.0,12.0,1.3,1879.5632660550457,1871.070374449339,1.6,2.0,626.3072172619047,-1.3,-0.4,-0.8,-0.7,55.0,0.5,-0.4,0.77,1.5,2.6,0.8,622.8142377935146,46.7,0.1,0.5,0.5,0.2,8114.080324324324,1.3,0.8,-0.0409,-0.5714,0.0123,-1.3,0.0,-0.8,-1.0,-0.8,-0.8,800.0,0.022,0.4615,95.2381,6.81,1.8945,61.5385,76.9231,15.3846,-1.4,-100.0,0.0,-50.0,0.0,0.0,0.0,-100.0,-75.0,325.0,-30.7692,-76.9231,-100.0,-61.5385,-92.3077,-2.0779,-2.2511,-1.3853,-1.1864,-2.0339,-2.2034,-2.0287,155.3846,0.0,1.0,1.1538,0.0228,0.4615,146.0,24.648626711362027,26.285142996856447,1.1818,1.6,8.0,8.292570798087532,11.232970209635896,14048.720117690327,407.1857484369253,1.1156000000000001,44672.25301441706,4640900.221772711
25,6136,ADINATH EXIM RESOURCES LTD.,6.8,13844.425243445696,81.1,4.0,81.1,0.0,11.7,0.1,1879.5632660550457,1871.070374449339,1.7,2.4,626.3072172619047,4.0,5.1,-1.7,4.4,46.9,1.9,5.1,0.7,1.7,2.8,12174.53191413238,622.8142377935146,69.4,0.1,1.9,6.8,11.2,8114.080324324324,6.8,13817.893488716241,0.3272,0.9181,0.0546,4.0,0.0,4.4,4.4,-1.7,4.0,0.0,0.0868,0.2955,70.6249,25.1729,29.3751,60.7143,85.7143,25.0,0.6471,58.8235,0.0,0.0,0.0,0.0,0.0,13.7255,7.8431,78.4314,75.0,64.7059,58.8235,58.8235,58.8235,5.1315,5.1315,5.1315,5.6446,5.1315,5.1315,5.1053,15.0327,0.0,23.4,23.4,0.0,22.6,257.6471,24.648626711362027,26.285142996856447,13.6,0.0,0.0,10.0,1.0234,75.1,32.0,1.05,127.4323,9310.0
26,6347,ARIS INTERNATIONAL LTD.,1.2,1.1,9.6,-0.2,9.6,0.35,3.2,0.3,0.7,0.7,1.1,1.4,626.3072172619047,-0.2,0.1,0.0,-0.2,4.6,9920.484445189408,0.1,0.68,1.1,1.4,1.1,622.8142377935146,6.4,7024.330846102598,9920.484445189408,0.1,2.9,11.4,1.2,1.1,-0.0087,0.4132,-0.0045,-0.2,0.0,-0.2,-0.2,0.0,-0.2,3048.2325986350343,0.1319,-4.0,103.2967,-2.1739,-1.3945,78.5714,100.0,21.4286,-2.0,-16.6667,0.0,0.0,0.0,0.0,0.0,300.0,0.0,-200.0,8.3333,-16.6667,-16.6667,-16.6667,-16.6667,-17.5982462241788,-15.165490044023032,0.11432241788012261,-2.2727,-2.2727,-2.2727,-2.1978,109.5238,21.875,4.0,10.6667,1.674436484189051,1.6667,165.9091,3.1429,26.285142996856447,1.3333,31.171711188348226,39.30500796429797,8.292570798087532,11.232970209635896,14048.720117690327,407.1857484369253,1.1156000000000001,44672.25301441706,4640900.221772711
27,6374,NITIN CASTINGS LTD.,606.1,596.1,741.2,8.4,741.2,337.2189,414.1,167.4,115.6,115.6,579.4,588.6,38.6,5.3,24.1,52.7,10.9,25.7,623.6,62.7,492.25,582.0,633.7,576.7,38.6,327.1,300.4,623.6,6.0,173.4,79.1,602.1,632.1,68.2175,-141.495,-13.9224,8.4,0.0,14.9,12.6,14.1,44.1,198.4354,0.8639,-1.3874,162.2649,-78.23100000000002,15.3681,91.4313,92.8831,1.4518,1.8167,1.3859,0.0,0.0,3.6683,61.563,0.0,14.673,6.6986,13.3971,10.3448,2.0789,1.3859,7.276,0.7308,1.005,1.9187,10.0731,1.9606,0.7914,1.5109,0.6271,90.644,27.916,0.8205,1.7878,0.3097,0.0895,12.3548,5.2404,8.1082,9.3494,1.0953,2.5051,10.0,4.8626,448.7,218.0,1.05,539.8397,2141.0
28,6584,ADOR FONTECH LTD.,1547.4,1508.4,1332.4,89.8,1332.4,795.8506,988.4,195.5,258.1,258.1,1333.7,1334.7,30.2,89.8,147.1,138.3,126.3,35.0,373.4,177.3,1174.21,1399.3,1421.2,1508.4,30.2,344.0,186.5,373.4,19.2,654.8,49.7,1534.3,1472.0,1.0637,57.2953,0.0409,89.8,0.0,146.1,134.2,108.1,136.3,808.7936,1.1628,61.4737,98.1085,1.8215,0.1018,93.8432,93.9136,0.0704,6.5781,5.8033,0.0,0.0,6.7118,17.0333,0.0,0.564,25.0423,50.6486,11.4579,8.6726,5.8033,8.8083,4.999,7.7213,9.0401,13.7212,12.7146,7.7213,9.0401,5.7637,119.9522,26.1129,2.8024,3.7069,0.0,1.5081,69.2804,5.3057,5.7078,6.4439,3.7871,7.7773,2.0,7.3771,1071.2,144.0,1.0911,2418.5,115369.0
29,6585,ADOR MULTIPRODUCTS LTD.,71.2,69.3,73.1,-9.7,73.1,32.2069,35.3,18.2,15.7,15.7,77.4,79.4,1.2,-9.7,-7.4,-8.1,-10.0,28.6,41.8,-6.2,62.46,78.6,80.9,65.8,1.2,37.8,12.9,41.8,1.3,15.5,5.9,70.6,69.3,5.2944,-31.704,-1.6904,-9.7,0.0,-9.4,-9.4,-9.3,-9.0,537.2093,0.8009,-6.2444,112.8258,-18.8414,1.8413,95.6737,98.1459,2.4722,-7.6923,-13.6236,0.0,0.0,0.0,-19.3548,0.0,-32.2581,-4.8387,156.4516,-8.7079,-13.2022,-13.6236,-12.6404,-14.5892,-19.2884,-18.1648,-16.8539,-14.7275,-15.1694,-14.2857,-11.5861,77.1149,44.4759,1.3102,1.8289,0.1031,0.3262,28.327,4.9149,5.129,5.3083,1.1133,2.116,10.0,-2.6884,51.2,49.75,1.05,135.762,40966.0
30,6819,ADVANCED ENZYME TECHNOLOGIES LTD.,2209.2,2153.0,3857.4,358.9,3857.4,1087.8538,1042.2,674.3,386.1,386.1,1643.8,1677.5,78.1,311.8,483.3,505.2,443.3,223.3,1138.6,561.4,1372.31,1728.6,1846.3,2085.6,78.1,2815.2,978.6,1138.6,49.9,259.9,267.9,2203.4,2149.0,407.6195,-92.6814,-19.7381,358.9,0.0,449.6,438.4,427.1,428.2,220.0082,0.6157,0.4686,-31.3961,138.0825,-1.189,89.0321,90.8574,1.8253,8.8838,16.2457,0.0,0.0,1.995,13.9116,0.0,6.0029,14.161,63.9295,25.4119,19.8443,16.2457,19.3826,16.0252,12.9788,13.1919,15.7392,14.1512,11.2718,11.4569,9.8406,-494.1355,37.0466,0.5667,1.3712,0.1548,0.006999999999999999,1.0347,6.1348,7.0088,7.8947,1.9527,2.1943,2.0,3.6803,2997.4,323.5,1.1153,34839.7308,4394623.0
31,6916,ADVANI HOTELS & RESORTS (INDIA) LTD.,639.1,624.8,715.0,86.3,715.0,24.0664,196.8,138.3,31.9,31.9,472.1,472.8,35.2,58.5,130.6,152.7,121.1,92.4,577.0,165.8,326.54,502.9,552.8,624.8,35.2,518.2,505.9,577.0,4.3,47.3,94.3,629.6,624.8,41.8035,-10.4833,-0.7202,86.3,0.0,129.9,129.9,117.5,112.9,123.5027,0.9621,0.7166,-34.2591,136.6127,0.363,85.4016,85.5282,0.1266,28.1628,13.5034,0.0,0.0,0.0,21.2304,0.0,0.4222,26.2967,52.0507,25.9427,20.3255,13.5034,17.6655,12.3888,17.4849,19.3454,25.3082,26.7034,17.1996,19.0298,11.7426,176.7052,16.2093,1.1498,1.3264,0.0153,0.8765,94.4253,20.8963,4.1355,3.0863,1.1208,1.241,2.0,2.0424,500.8,86.5,1.1119,3928.6363,354617.0
32,6923,ADOR WELDING LTD.,4744.2,4678.2,4697.8,185.6,4697.8,1427.3298,2955.7,1675.4,940.0,940.0,4244.6,4306.6,100.8,103.8,346.5,393.5,276.9,136.0,2452.7,447.3,3949.67,4415.5,4518.5,4655.6,100.8,1742.1,930.5,2452.7,46.2,1143.4,480.3,4738.0,4638.1,582.7199,-663.6602,-78.8597,185.6,0.0,284.5,280.2,292.7,291.3,502.762,1.0651,-0.3378,415.3068,-364.6558,44.0175,93.9383,95.3104,1.3721,5.9935,3.9121,0.0,0.0671,0.8943,22.5352,0.0,13.8609,21.1491,41.4934,9.4284,5.9062,3.9121,6.1401,4.0439,7.8992,7.6519,12.0096,9.2027,6.3678,6.1684,4.3017,129.2521,31.803,1.3014,1.6645,0.3278,0.0952,14.4082,5.4316,4.9186,12.3675,1.9377,5.0646,10.0,17.1784,2518.3,615.0,1.1777,8211.4343,989190.0
33,6953,ADVENT COMPUTER SERVICES LTD.,1.6,1.1,183.2,-5.2,183.2,38.6182,13.5,4.9,7.8,7.8,5.9,6.8,626.3072172619047,-5.2,-4.3,-4.8,-5.7,162.7,151.0,-4.3,1.76,5.9,6.8,1.1,622.8142377935146,169.7,129.5,151.0,4296.194891304348,6.6,26.7,1.6,1.1,0.1479,-3.0498,-0.098,-5.2,0.0,-5.2,-5.2,-4.8,-5.2,0.8494,0.0089,-0.5357,101.6611,-4.9292,3.2681,86.7647,100.0,13.2353,-14.4536606884058,-325.0,0.0,0.0,0.0,0.0,0.0,-20.9302,0.0,120.9302,-268.75,-325.0,-325.0,-325.0,-325.0,-3.4166,-3.4166,-3.4166,-3.3392,-3.0463,-3.0463,-2.8921,287.5,57.7778,1.9565,1.9565,0.1631,0.8116,346.4407,0.1528,0.0435,2.2857,0.0073,0.0085,10.0,-0.1721,152.0,3.05,1.05,47.8447,10500.0
34,7068,AEGIS LOGISTICS LTD.,5311.3,5017.6,12641.1,1009.2,12641.1,4617.5478,2666.8,3488.5,402.7,402.7,3914.5,3988.9,178.4,703.7,1182.8,1121.2,1081.6,334.0,7739.7,1414.9,3361.0,4055.9,4320.2,4994.0,178.4,9974.3,7450.9,7739.7,266.9,-1936.3,1392.4,5293.8,5035.7,1543.5813,-272.0704,-101.4109,1009.2,0.0,1108.4,1108.4,889.1,1073.0,67.3422,0.4411,0.3579,-23.2519,131.9188,-0.5342,90.6092,92.3314,1.7221,4.0525,19.001,0.0,0.0,0.0,12.6087,3.7953,5.2583,7.0111,71.3266,26.6394,20.8687,19.001,20.2022,18.7332,13.5145,13.753,14.6224,11.223,10.2902,10.4718,8.2361,41.7247,15.1005,0.3756,0.4552,0.3553,0.0413,13.2109,13.2216,7.6292,11.2826,0.7481,0.7709999999999999,1.0,2.9692,7853.6,300.8,1.1057,99699.0,1294778.0
35,7077,LUDLOW JUTE & SPECIALITIES LTD.,3372.2,3336.8,2596.6,17.9,2596.6,1109.3649,1016.1,816.9,258.4,258.4,3242.4,3284.2,52.3,-14.5,74.6,91.6,11.4,107.9,2378.1,126.9,2862.97,3296.0,3351.5,3329.4,52.3,1580.5,1456.6,2378.1,13.9,108.4,164.8,3353.0,3334.0,1307.0092,-1134.2593,-410.6499,17.9,0.0,32.8,29.5,39.3,66.6,229.0814,1.3398,-0.3556,476.7798,-549.3944,170.21,96.7447,97.9919,1.2472,0.8201,0.5308,0.0,0.7879999999999999,1.8125,41.2136,0.0,32.9393,9.1411,14.1056,3.7631,0.8748,0.5308,1.975,-0.0358,-0.0758,1.1299,4.2041,0.5354,-0.0564,0.8407,-0.0477,100.146,25.4306,0.3588,1.1305,0.4011,0.0283,2.6024,12.8264,13.1959,4.0422,1.4305,2.3226,10.0,1.3459,1597.5,132.9,1.1998,1358.4904,624262.0
36,7633,SHIRPUR GOLD REFINERY LTD.,19570.2,19539.1,6683.1,30.4,6683.1,5796.5298,4128.8,2408.4,2791.4,2791.4,19266.0,19516.7,67.2,30.4,300.7,336.9,50.1,291.4,3633.4,367.9,19193.19,19269.4,19603.6,19536.9,67.2,2554.3,1577.7,3633.4,31.1,1419.4,910.5,19570.2,19602.9,-3088.0925,6709.3355,-1207.643,30.4,0.0,50.0,50.0,269.7,117.2,1238.4547,2.3731,-1.3334,277.9804,-127.9455,-51.9247,98.2779,99.5567,1.2788,1.6109,0.1553,0.0,0.0,0.0,18.2658,0.0,68.1435,5.3275,8.2631,1.8799,0.2555,0.1553,0.5989,0.1558,0.9162,0.9132,3.5205,0.705,0.4292,0.4278,0.3699,93.0651,67.608,1.4137,1.5891,0.8712,0.2013,9.1868,5.1018,20.797,758.5349,5.3776,12.1259,10.0,1.0468,3370.8,205.6,1.129,5792.4758,53425.0
37,8083,AGRI-TECH (INDIA) LTD.,216.1,1.6,1097.3,206.2,1097.3,3.1875,345.8,8.8,1.5,1.5,5.0,8.0,1.9,206.2,209.2,-3.4,205.2,61.9,471.5,211.1,4.88,6.8,9.9,1.5,1.9,751.5,444.7,471.5,213.5,330.6,0.9,215.2,1.6,0.28800000000000003,145.4188,69.7932,206.2,0.0,206.2,206.2,-5.3,208.0,0.3598,0.2181,0.6707,67.4797,0.1336,32.4089,50.5051,80.8081,30.303,0.9611,95.4188,0.0,0.0,0.0,0.9,0.0,1.4211,0.0,97.6788,97.6863,95.4188,95.4188,96.2517,95.3996,20.901,20.9926,21.1759,20.8367,20.8469,20.9383,20.7217,3.3392,0.4338,0.2386,38.5682,0.0023,0.0682,32.2059,2.1333,1.1613,107.6,0.0034,0.0036,10.0,34.5623,1086.9,184.0,1.1999,1089.693,860142.0
38,8183,AGRO TECH FOODS LTD.,8126.1,8117.3,4531.9,316.5,4531.9,2195.0588,1959.6,776.3,550.7,550.7,7485.0,7489.0,174.7,260.1,493.4,659.6,489.7,243.7,2186.7,668.1,6149.91,7651.3,7836.9,8084.8,174.7,2572.3,1846.8,2186.7,8.8,998.7,220.2,8126.1,8144.6,-567.4887,604.3673,-42.1787,316.5,0.0,489.4,489.4,484.9,494.3,439.5332,1.8447,0.016,-11403.1572,10707.3333,860.7416,95.5097,95.5607,0.051,55.6477,3.8949,0.0,0.0,0.0,26.1488,0.0,0.5987,25.8794,47.3731,8.2217,6.0226,3.8949,6.0829,3.8985,9.8047,9.7954,15.2982,14.7536,9.5445,9.5354,7.1916,97.8601,28.1027,1.014,2.1779,0.0,0.3444,13.9297,16.2835,8.4258,18.046,3.8418,4.3633,10.0,13.0041,3465.9,820.0,1.1063,19868.2609,680112.0
39,8312,AHLUWALIA CONTRACTS (INDIA) LTD.,16531.3,16467.4,12568.8,1154.5,12568.8,6852.9721,9070.4,5807.8,5705.1,5705.1,13731.3,13977.8,256.3,1154.5,2021.7,2229.3,1768.5,134.0,1408.7,2278.0,13001.25,13982.5,14870.0,16461.5,256.3,3498.4,975.2,1408.7,42.0,2538.6,378.9,16509.4,15960.6,577.6074,1534.0778,61.7148,1154.5,0.0,1775.2,1735.8,1973.0,1352.7,1688.6177,1.3238,4.5003,70.5842,26.5762,3.0102,92.3423,94.0,1.6577,42.1071,6.9837,0.0,1.6506,0.079,11.2511,0.0,10.8209,25.518,50.6804,13.7799,10.5001,6.9837,8.1827,6.9524,20.3559,20.4748,23.9898,28.3493,18.3994,18.5068,9.1913,53.7467,62.898,1.0953,1.4289,0.0479,0.1274,22.8802,2.5596,3.1661,12.2728,12.349,16.281,2.0,17.1345,6503.8,445.0,1.0876,28476.4118,373891.0
40,8628,AIRAN LTD.,369.0,332.2,921.4,56.1,921.4,77.3393,275.7,30.5,76.3,76.3,216.6,273.5,21.5,56.1,129.7,115.6,64.2,125.0,691.4,151.2,125.35,238.0,312.9,330.1,21.5,645.7,548.7,691.4,27.0,218.3,86.0,359.2,332.2,89.6443,-22.345,-6.4994,46.3,9.8,72.8,72.7,94.1,77.6,60.5431,0.7058,0.5161,-36.7516,147.4414,-1.6002,69.2234,87.4081,18.1847,2.3778,15.2033,0.0,0.0,0.0661,14.2196,0.0,37.6323,10.9788,37.1032,40.9756,19.7019,15.2033,21.0298,13.2238,12.2502,14.4681,20.0129,12.9841,9.6066,11.3459,9.0857,73.5022,27.675,5.6043,6.8369,0.2085,3.0348,26.3782,3.0774,1.9733,2.5084,1.1793,2.0821,10.0,3.7994,415.8,379.0,1.0841,4621.3643,214000.0
41,8893,AJANTA PHARMA LTD.,19063.5,18304.5,23186.5,4275.2,23186.5,8973.261,11008.1,2779.8,4702.2,4702.2,13244.2,13246.6,571.4,4275.2,5739.3,5551.8,5706.9,176.9,13793.8,6310.7,9649.23,14076.5,15279.8,18243.9,571.4,12178.4,10366.9,13793.8,728.9,7111.3,811.6,19034.6,18796.0,5246.9307,-3976.0261,-1104.0046,4275.2,0.0,5736.9,5653.3,4980.4,5104.5,176.5668,0.9336,0.0376,-2382.2804,3143.7571,-550.0945,86.6778,86.6935,0.0157,7.8295,22.4261,0.0,1.3247,0.0,9.0545,0.0,0.038,21.8375,67.7453,33.1036,29.6551,22.4261,26.7763,22.3088,24.7211,24.8888,29.7167,33.1479,24.6648,24.8321,20.7949,103.8896,42.7158,2.2842,3.3689,0.0012,0.7174,9.5603,4.5134,3.4316,6.5987,1.6353,2.2744,2.0,56.6639,20822.3,1595.0,1.0536,139824.2354,1995640.0
