,co_code,company_name,listed,delisted,delist_date
6510,243437,SURYAKRUPA FINANCE LTD.,1,0,
6511,243438,SURYALAKSHMI COTTON MILLS LTD.,1,0,
6512,243440,SURYALATA SPINNING MILLS LTD.,1,0,
6513,243455,MYNK1906 INDUSTRIES INDIA LTD.,1,1,2018-07-04
6514,243460,S F L INTERNATIONAL LTD.,1,0,
6515,243495,SURYAVANSHI SPINNING MILLS LTD.,1,1,2000-03-01
6516,243502,SURYO FOODS & INDS. LTD.,1,0,
6517,243507,SURYODAY ALLO-METAL POWDERS LTD.,1,1,2018-07-04
6518,243518,SURYODAYA INVESTMENT & TRDG. CO. LTD.,1,1,2018-07-04
6519,243521,SURYODAYA PLASTICS LTD.,1,1,2018-07-04
6520,243563,SUSHANT CAPITALS LTD.,1,1,2002-10-21
6521,243632,SUSHIL PACKAGINGS (INDIA) LTD.,1,1,1997-02-17
6522,243664,SUSHILA PULP & PAPERS LTD.,1,1,2004-07-02
6523,243711,SUSHREE TRADING LTD.,1,1,2004-04-20
6524,243733,SUSMIT TRADING LTD.,1,1,2004-04-20
6525,243784,S I L INVESTMENTS LTD.,1,0,
6526,243810,SUVARNA APPAREL & FASHION EXPORTS LTD.,1,1,2004-07-02
6527,243811,SUVARNA AQUA FARM & EXPORTS LTD.,1,1,1997-09-09
6528,243812,KEERTHI INDUSTRIES LTD.,1,0,
6529,243849,SUVEN LIFE SCIENCES LTD.,1,0,
6530,244037,SUYOG TELEMATICS LTD.,1,0,
6531,244056,SUZLON ENERGY LTD.,1,0,
6532,244058,KUSH INDUSTRIES LTD.,1,1,1997-07-17
6533,244068,SWADESHI MILLS CO. LTD.,1,1,1997-08-26
6534,244074,SVAM SOFTWARES LTD.,1,0,
6535,244088,SVARAJ TRADING & AGENCIES LTD.,1,0,
6536,244093,SVARNIM TRADE UDYOG LTD.,1,0,
6537,244136,SWAD INDUSTRIES & LEASING LTD.,1,1,2004-07-02
6538,244171,SWADESHI INDUSTRIES & LEASING LTD.,1,0,
6539,244186,SWADESHI POLYTEX LTD.,1,0,
6540,244270,SWAGTAM TRADING & SERVICES LTD.,1,0,
6541,244278,SWAIKA VANASPATI PRODUCTS LTD.,1,1,2004-07-02
6542,244387,SWAN ENERGY LTD.,1,0,
6543,244479,SWARAJ AUTOMOTIVES LTD.,1,0,
6544,244486,SWARAJ ENGINES LTD.,1,0,
6545,244495,S M L ISUZU LTD.,1,0,
6546,244568,SWARNA SECURITIES LTD.,1,0,
6547,244618,SWARNIMA OIL INDS. LTD.,1,1,1997-02-17
6548,244632,GLOBE TEXTILES (INDIA) LTD.,1,0,
6549,244678,SWASTI VINAYAKA SYNTHETICS LTD.,1,0,
6550,244729,INDRA INDUSTRIES LTD.,1,0,
6551,244773,SWASTIK NITRO AROMATICS LTD.,1,1,1997-02-17
6552,244811,SWASTIK ROOFING LTD. [MERGED],1,1,2006-03-31
6553,244812,SWASTIK RUBBER PRODUCTS LTD.,1,1,2016-08-17
6554,244814,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,1,0,
6555,244830,SWASTIK SURFACTANTS LTD.,1,1,2017-12-01
6556,244856,SWASTIKA INVESTMART LTD.,1,0,
6557,245006,SWEATAMBER STEEL LTD.,1,1,2018-05-11
6558,245008,SWEDE (INDIA) TELTRONICS LTD.,1,1,1996-04-02
6559,245080,SWET-CHEM ANTIBIOTICS LTD.,1,1,2004-07-02
6560,245181,JHAGADIA COPPER LTD.,1,1,2000-12-20
6561,245202,SWISS GLASCOAT EQUIPMENTS LTD.,1,0,
6562,245225,SWISSEN INTERSPACE LTD.,1,1,2004-07-02
6563,245240,SWITCHING TECHNOLOGIES GUNTHER LTD.,1,0,
6564,245254,SWOJAS ENERGY FOODS LTD.,1,0,
6565,245256,SWORD & SHIELD PHARMA LTD.,1,0,
6566,245285,SYBLY INDUSTRIES LTD.,1,0,
6567,245319,LAXMAN INDUSTRIES LTD.,1,1,2004-07-02
6568,245336,SYMBIOX INVESTMENT & TRDG. CO. LTD.,1,0,
6569,245363,SYMPHONY LTD.,1,0,
6570,245426,SYNCOM FORMULATIONS (INDIA) LTD.,1,0,
6571,245437,SYNDICATE BANK,1,0,
6572,245499,SYNERGY FINANCIAL EXCHANGE LTD.,1,1,2005-05-30
6573,245513,SECURE EARTH TECHNOLOGIES LTD.,1,1,2018-07-04
6574,245515,MULTIBASE INDIA LTD.,1,0,
6575,245539,SYNGENE INTERNATIONAL LTD.,1,0,
6576,245544,SYNGENTA INDIA LTD.,1,1,2007-06-22
6577,245599,SYNTHETICS & CHEMICALS LTD.,1,1,2017-03-24
6578,245601,SYNTHIKO FOILS LTD.,1,0,
6579,245701,SYSTEMATIX CORPORATE SERVICES LTD.,1,0,
6580,245704,SYSTEMATIX SECURITIES LTD.,1,0,
6581,245754,T & I GLOBAL LTD.,1,0,
6582,245784,MARKSANS PHARMA LTD.,1,0,
6583,245845,T C F C FINANCE LTD.,1,0,
6584,245867,T C I INDUSTRIES LTD.,1,1,1998-08-19
6585,245886,KYRA LANDSCAPES LTD.,1,1,2018-07-04
6586,245891,T C M LTD.,1,0,
6587,245897,T C N S CLOTHING CO. LTD.,1,0,
6588,245901,T C P LTD.,1,0,
6589,245935,T D POWER SYSTEMS LTD.,1,0,
6590,245982,EDUEXEL INFOTAINMENT LTD.,1,0,
6591,246040,T I L LTD.,1,0,
6592,246045,INTERWAVE TRADE & SERVICES LTD.,1,1,2004-04-20
6593,246196,T M T (INDIA) LTD.,1,1,1999-03-13
6594,246273,T P I INDIA LTD.,1,1,2000-03-01
6595,246338,T R C FINANCIAL SERVICES LTD.,1,0,
6596,246345,T R F LTD.,1,0,
6597,246518,T T FINANCE LTD. [MERGED],1,1,1999-06-22
6598,246523,T T G INDUSTRIES LTD.,1,1,1999-03-02
6599,246534,T T K BIOMED LTD. [MERGED],1,1,2000-10-09
6600,246535,T T K HEALTHCARE LTD.,1,0,
6601,246538,T T K PRESTIGE LTD.,1,0,
6602,246546,T T LTD.,1,0,
6603,246599,T V S ELECTRONICS LTD. [MERGED],1,1,2004-02-26
6604,246602,T V S ELECTRONICS LTD.,1,0,
6605,246611,T V S LAKSHMI CREDIT LTD. [MERGED],1,1,1999-02-17
6606,246615,T V S MOTOR CO. LTD.,1,0,
6607,246623,T V S SRICHAKRA LTD.,1,0,
6608,246626,T V S-SUZUKI LTD. [MERGED],1,1,2000-05-17
6609,246634,T V TODAY NETWORK LTD.,1,0,
6610,246685,UNIVERSAL ARTS LTD.,1,0,
6611,246756,TAI CHONBANG TEXTILE INDS. LTD.,1,1,2018-03-05
6612,246757,TAI INDUSTRIES LTD.,1,0,
6613,246780,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,1,0,
6614,246785,T P L PLASTECH LTD.,1,0,
6615,246814,TAJ G V K HOTELS & RESORTS LTD.,1,0,
6616,246871,MANGAL CREDIT & FINCORP LTD.,1,0,
6617,246950,TALAVADI ROCK & MINERAL PRODUCTS LTD.,1,1,2004-07-02
6618,246955,TALBROS AUTOMOTIVE COMPONENTS LTD.,1,0,
6619,246956,TALBROS ENGINEERING LTD.,1,0,
6620,247096,TAMARAI MILLS LTD.,1,1,2017-12-01
6621,247160,TAMIL NADU NEWSPRINT & PAPERS LTD.,1,0,
6622,247205,TAMILNAD HOSPITAL LTD.,1,1,2004-04-20
6623,247221,TAMILNADU DADHA PHARMACEUTICALS LTD. [MERGED],1,1,1997-12-29
6624,247227,TAMILNADU EXPLOSIVES LTD.,1,1,1994-08-10
6625,247240,TAMILNADU JAI BHARATH MILLS LTD.,1,0,
6626,247249,TAMILNADU PETROPRODUCTS LTD.,1,0,
6627,247258,TAMILNADU SPONGE LTD.,1,1,2004-07-02
6628,247262,TAMILNADU STEEL TUBES LTD.,1,0,
6629,247266,TAMILNADU TELECOMMUNICATIONS LTD.,1,0,
6630,247375,TANEJA AEROSPACE & AVIATION LTD.,1,1,2000-09-20
6631,247391,TANFAC INDUSTRIES LTD.,1,0,
6632,247452,TANLA SOLUTIONS LTD.,1,0,
6633,247501,G P T INFRAPROJECTS LTD.,1,0,
6634,247502,TANTIA CONSTRUCTIONS LTD.,1,0,
6635,247512,SOCRUS BIO SCIENCES LTD.,1,1,2018-05-11
6636,247612,TAPARIA TOOLS LTD.,1,0,
6637,247683,TAPURIAH STEELS LTD.,1,1,1995-06-05
6638,247749,TARAI FOODS LTD.,1,0,
6639,247825,TARAPUR TRANSFORMERS LTD.,1,0,
6640,247918,TARRIF CINE & FINANCE LTD.,1,0,
6641,247992,INERTIA STEEL LTD.,1,0,
6642,248022,TASHI INDIA LTD.,1,0,
6643,248057,TASTY BITE EATABLES LTD.,1,0,
6644,248068,TATA ADVANCED MATERIALS LTD.,1,1,2000-03-01
6645,248083,TATA CHEMICALS LTD.,1,0,
6646,248085,TATA COFFEE LTD.,1,0,
6647,248086,DAVY ASHMORE INDIA PVT. LTD.,1,1,2008-02-22
6648,248092,TATA ELXSI LTD.,1,0,
6649,248093,TATA MOTORS LTD.,1,0,
6650,248098,TATA FINANCE LTD. [MERGED],1,1,2005-09-26
6651,248110,HONEYWELL AUTOMATION INDIA LTD.,1,0,
6652,248112,TATA HYDRO-ELECTRIC POWER SUPPLY CO. LTD. [MERGED],1,1,2000-12-08
6653,248129,INFOMEDIA PRESS LTD.,1,0,
6654,248131,TATA INFOTECH LTD. [MERGED],1,1,2006-02-17
6655,248135,TATA INVESTMENT CORPN. LTD.,1,0,
6656,248136,TATA STEEL LTD.,1,0,
6657,248154,TATA METALIKS LTD.,1,0,
6658,248155,TATA METALS & STRIPS LTD. [MERGED],1,1,1995-04-30
6659,248161,TATA OIL MILLS CO. LTD. [MERGED],1,1,1995-01-29
6660,248165,TATA POWER CO. LTD.,1,0,
6661,248173,TATA S S L LTD. [MERGED],1,1,2002-06-14
6662,248179,TATA SPONGE IRON LTD.,1,0,
6663,248186,TATA GLOBAL BEVERAGES LTD.,1,0,
6664,248191,A G C NETWORKS LTD.,1,0,
6665,248209,TAYO ROLLS LTD.,1,1,2002-04-20
6666,248212,TATANAGAR BRICKS LTD.,1,1,1996-04-02
6667,248234,KREON FINNANCIAL SERVICES LTD.,1,0,
6668,248236,TATIA GLOBAL VENTURE LTD.,1,0,
6669,248411,T C I FINANCE LTD.,1,0,
6670,248421,TEA ESTATES INDIA LTD. [MERGED],1,1,1995-07-20
6671,248424,TEA TIME LTD.,1,0,
6672,248437,TEAKTEX PROCESSING COMPLEX LTD.,1,1,2004-07-02
6673,248553,VIRTUAL GLOBAL EDUCATION LTD.,1,0,
6674,248696,TECHNO ELECTRIC & ENGG. CO. LTD. [MERGED],1,1,2010-07-07
6675,248714,TECHNO FORGE LTD.,1,1,2018-05-11
6676,248802,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,1,0,
6677,248823,TECHNOFAB ENGINEERING LTD.,1,0,
6678,248835,TECHNOJET CONSULTANTS LTD.,1,0,
6679,248868,TECHNOLOGY PLASTICS LTD.,1,1,1998-12-28
6680,248974,TECHTRAN POLYLENSES LTD.,1,1,2018-05-11
6681,248979,TECIL CHEMICALS & HYDRO POWER LTD.,1,0,
6682,249065,TEEM LABORATORIES LTD.,1,0,
6683,249081,TEESTA AGRO INDS. LTD.,1,0,
6684,249133,TEJ INFOWAYS LTD.,1,0,
6685,249179,TEJAS NETWORKS LTD.,1,0,
6686,249221,RADHAGOBIND COMMERCIAL LTD.,1,0,
6687,249225,TEJOOMALS INDUSTRIES LTD.,1,1,1997-02-17
6688,249282,TEKNOMIN AQUA EXPORTS (INDIA) LTD.,1,1,2016-08-17
6689,249302,TEKTRONIX (INDIA) PVT. LTD. [MERGED],1,1,2004-02-26
6690,249332,AGNITE EDUCATION LTD.,1,1,2017-03-24
6691,249339,HINDUJA GLOBAL SOLUTIONS LTD.,1,0,
6692,249401,TELELINK NICCO LTD. [MERGED],1,1,1996-04-02
6693,249409,TELEMATICS SYSTEMS LTD.,1,1,1996-04-02
6694,249424,TELEPHONE CABLES LTD.,1,1,2002-01-19
6695,249430,PICTUREHOUSE MEDIA LTD.,1,0,
6696,249453,TELESYS SOFTWARE LTD.,1,1,2018-07-04
6697,249458,TELETEK INDIA LTD.,1,1,2004-07-02
6698,249469,TELEVISION EIGHTEEN INDIA LTD.[MERGED],1,1,2011-06-21
6699,249507,PATIDAR BUILDCON LTD.,1,0,
6700,249597,TEMPTATION FOODS LTD.,1,1,2018-03-05
6701,249687,TERA SOFTWARE LTD.,1,0,
6702,249693,TERAI TEA CO. LTD.,1,0,
6703,249755,TERRYFAB (INDIA) LTD.,1,1,2017-05-29
6704,249756,TERRYGOLD (INDIA) LTD.,1,1,2018-05-11
6705,249877,TEXEL INDUSTRIES LTD.,1,0,
6706,249889,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,1,0,
6707,249890,TEXMACO RAIL & ENGG. LTD.,1,0,
6708,249907,TEXPLAST INDUSTRIES LTD.,1,0,
6709,249914,SHEENA TEXTILES LTD.,1,1,2016-08-17
6710,249949,TEXTOOL CO. LTD. [MERGED],1,1,2004-04-26
6711,249968,TEZPORE TEA CO. LTD. [MERGED],1,1,2008-06-13
6712,249975,THACKER & CO. LTD.,1,0,
6713,250049,THAKKERS DEVELOPERS LTD.,1,0,
6714,250121,THAMBBI MODERN SPG. MILLS LTD.,1,0,
6715,250136,THANA ELECTRIC SUPPLY CO. LTD.,1,1,2018-05-11
6716,250163,THANGAMAYIL JEWELLERY LTD.,1,0,
6717,250195,THAPAR AGRO MILLS LTD.,1,1,1997-08-05
6718,250197,THAPAR CONCAST LTD.,1,1,2017-05-29
6719,250202,THAPAR EXPORTS LTD.,1,1,2017-05-29
6720,250205,THAPAR FINANCE LTD.,1,1,2004-07-02
6721,250207,THAPAR FOODS LTD.,1,1,1997-02-17
6722,250214,THAPAR ISPAT LTD.,1,1,1999-10-28
6723,250215,THAPAR OILS & FATS LTD.,1,1,2004-07-02
6724,250287,THEJO ENGINEERING LTD.,1,0,
6725,250303,THEMIS MEDICARE LTD.,1,0,
6726,250369,THERMAX LTD.,1,0,
6727,250468,S Q S INDIA B F S I LTD.,1,0,
6728,250482,THIRANI CHEMICALS LTD. [MERGED],1,1,1999-08-28
6729,250486,THIRANI PROJECTS LTD.,1,0,
6730,250514,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,1,0,
6731,250525,THIRU AROORAN SUGARS LTD.,1,0,
6732,250547,THIRUMALAI CHEMICALS LTD.,1,0,
6733,250620,THOMAS COOK (INDIA) LTD.,1,0,
6734,250874,NIYOGIN FINTECH LTD.,1,0,
6735,250922,TIDE WATER OIL CO. (INDIA) LTD.,1,0,
6736,250963,TIGER LOGISTICS (INDIA) LTD.,1,0,
6737,251021,TILAK VENTURES LTD.,1,0,
6738,251033,TILAKNAGAR INDUSTRIES LTD.,1,0,
6739,251109,TIME TECHNOPLAST LTD.,1,0,
6740,251118,TIME SHIPPING LTD.,1,1,2004-01-14
6741,251147,TIMES BANK LTD. [MERGED],1,1,2000-03-10
6742,251162,TIMES GUARANTY LTD.,1,0,
6743,251188,TIMEX GROUP INDIA LTD.,1,1,2002-01-19
6744,251194,TIMKEN INDIA LTD.,1,0,
6745,251211,TINA ELECTRONICS LTD.,1,1,2004-07-02
6746,251249,TINNA FINEX LTD.,1,0,
6747,251250,A D M AGRO INDS. LATUR & VIZAG PVT. LTD.,1,1,1997-09-26
6748,251251,TINNA RUBBER & INFRASTRUCTURE LTD.,1,0,
6749,251255,TINPLATE CO. OF INDIA LTD.,1,0,
6750,251305,TIPS INDUSTRIES LTD.,1,0,
6751,251338,TIRTH PLASTIC LTD.,1,1,2018-07-04
6752,251418,SOURCE INDUSTRIES (INDIA) LTD.,1,0,
6753,251423,TIRUMALA TECHNOLOGIES LTD.,1,1,2004-07-02
6754,251489,TIRUPATI FIBRES & INDS. LTD.,1,1,2018-05-11
6755,251491,TIRUPATI FIN-LEASE LTD.,1,0,
6756,251501,TIRUPATI FOAM LTD.,1,0,
6757,251516,TIRUPATI INDUSTRIES (INDIA) LTD.,1,0,
6758,251566,TIRUPATI SARJAN LTD.,1,0,
6759,251578,TIRUPATI STARCH & CHEMICALS LTD.,1,0,
6760,251592,TIRUPATI TYRES LTD.,1,0,
6761,251641,TITAGARH STEELS LTD. [MERGED],1,1,2000-02-25
6762,251642,TITAGARH WAGONS LTD.,1,0,
6763,251644,TITAGHUR PAPER MILLS CO. LTD. [MERGED],1,1,1997-02-17
6764,251647,TITAN ALLOYS LTD.,1,1,2004-07-02
6765,251649,TITAN BIO-TECH LTD.,1,0,
6766,251661,TITAN FOODS & FASHIONS LTD.,1,1,2004-04-20
6767,251664,TITAN COMPANY LTD.,1,0,
6768,251683,TITAN SECURITIES LTD.,1,0,
6769,251689,TITAN TRADING & AGENCIES LTD.,1,1,2013-12-20
6770,251704,DE NORA INDIA LTD.,1,0,
6771,251726,TIVOLI CONSTRUCTION LTD.,1,0,
6772,251764,JUSTRIDE ENTERPRISES LTD.,1,0,
6773,251787,TODAY'S WRITING INSTRUMENTS LTD.,1,0,
6774,251828,MADHUVEER COM 18 NETWORK LTD.,1,0,
6775,251856,TOKYO FINANCE LTD.,1,0,
6776,251860,TOKYO PLAST INTL. LTD.,1,0,
6777,251866,TOLANI BULK CARRIERS LTD. [MERGED],1,1,2002-04-15
6778,251937,TONIRA PHARMA LTD. [MERGED],1,1,2012-06-22
6779,251979,TOOR SPINNERS LTD.,1,1,2004-07-02
6780,251989,TOP TELEMEDIA LTD.,1,0,
6781,252013,TOP LINE SHOES LTD.,1,1,1997-02-15
6782,252016,TOP MEDIA ENTERTAINMENT LTD.,1,1,2018-07-04
6783,252189,TORRENT CABLES LTD. [MERGED],1,1,2000-05-24
6784,252192,TORRENT CABLES LTD. (1991) [MERGED],1,1,2001-11-03
6785,252196,TORRENT PHARMACEUTICALS LTD.,1,0,
6786,252228,TOSHA INTERNATIONAL LTD.,1,1,2004-04-20
6787,252264,MAGNA COLORS LTD.,1,1,2018-05-11
6788,252310,TOTAL HOSPITALITY LTD.,1,0,
6789,252338,TOTAL TRANSPORT SYSTEMS LTD.,1,0,
6790,252414,TOURISM FINANCE CORPN. OF INDIA LTD.,1,0,
6791,252429,TOWA SOKKI LTD.,1,0,
6792,252430,TOWELS INDIA EXPORTS LTD.,1,0,
6793,252479,TOYAMA ELECTRIC LTD.,1,0,
6794,252561,TRACKPARTS OF INDIA LTD.,1,1,2017-01-20
6795,252630,TRADE-WINGS LTD.,1,0,
6796,252740,TRANS AGROTECH LTD.,1,1,2018-05-11
6797,252773,TRANS FINANCIAL RESOURCES LTD.,1,0,
6798,252777,TRANS FREIGHT CONTAINERS LTD.,1,1,1997-08-22
6799,252798,TRANS INDIA GLASS LTD.,1,1,2004-04-20
6800,252808,NEW HEAVEN CHEMICALS & INDS. LTD.,1,1,2018-07-04
6801,252826,TRANS TECHNO FOODS LTD.,1,1,2018-03-05
6802,252835,TRANSWARRANTY FINANCE LTD.,1,0,
6803,252869,TRANSASIA PACKAGING LTD.,1,1,1997-02-17
6804,252872,TRANSASIA TUBES & INDS. LTD.,1,1,1995-09-05
6805,252890,TRANSCHEM LTD.,1,1,2002-01-19
6806,252901,TRANSCON RESEARCH & INFOTECH LTD.,1,1,2018-07-04
6807,252937,"TRANSFORMERS & ELECTRICALS, KERALA LTD.",1,1,2004-07-02
6808,252938,TRANSFORMERS & RECTIFIERS (INDIA) LTD.,1,0,
6809,252944,TRANSGENE BIOTEK LTD.,1,0,
6810,252950,TRANSGLOBE FOODS LTD.,1,0,
6811,252966,TRANSLAM LTD.,1,1,2004-07-02
6812,252985,ACCEL LTD.,1,0,
6813,252987,TRANSMEDICA (INDIA) LTD.,1,1,2004-04-20
6814,253011,MEGH MAYUR INFRA LTD.,1,0,
6815,253022,OPTIMUS FINANCE LTD.,1,0,
6816,253023,TRANSPEK INDUSTRY LTD.,1,1,2002-01-19
6817,253028,TRANSPORT CORPORATION OF INDIA LTD.,1,0,
6818,253039,TRANSPOWER ENGINEERING LTD.,1,1,2017-08-23
6819,253095,TRANSWIND INFRASTRUCTURES LTD.,1,0,
6820,253118,STERLING INTERNATIONAL ENTERPRISES LTD.,1,0,
6821,253323,TREND DESIGNS LTD.,1,1,1998-09-04
6822,253327,TREND EAST WEST LPG BOTTLING LTD.,1,1,2004-04-20
6823,253363,VANDANA KNITWEAR LTD.,1,0,
6824,253375,TRENT LTD.,1,0,
6825,253394,TREZER OIL AGRO TECH LTD.,1,1,2004-01-14
6826,253422,TRI-STAR SOYA PRODUCTS LTD.,1,1,2011-08-03
6827,253427,TRIA FINE CHEM LTD.,1,1,2016-08-17
6828,253480,TRIBHUVAN HOUSING LTD.,1,0,
6829,253565,TRICOM INDIA LTD.,1,1,2018-07-02
6830,253594,I O L CHEMICALS & PHARMACEUTICALS LTD.,1,0,
6831,253649,TRIDENT PROJECTS LTD.,1,1,2016-12-13
6832,253659,TRIDENT STEELS LTD.,1,1,2002-10-21
6833,253733,TRIGON ZINCO LTD.,1,1,2004-07-02
6834,253745,TRIGYN TECHNOLOGIES LTD.,1,0,
6835,253750,TRIJAL INDUSTRIES LTD.,1,0,
6836,253791,TRILLENIUM TECHNOLOGIES LTD.,1,1,2018-07-04
6837,253806,TRILOCHAN TRADES & AGENCIES LTD.,1,1,2004-07-02
6838,253849,INTERNATIONAL HOMETEX LTD.,1,1,2018-03-05
6839,253887,TRIMURTHI LTD.,1,0,
6840,253927,TRIMURTI SYNTHETICS LTD.,1,1,2004-07-02
6841,253938,TRINA N R E TRANSPORTATION LTD.,1,1,1996-04-02
6842,254088,TRIOCHEM PRODUCTS LTD.,1,0,
6843,254118,TRIPEX OVERSEAS LTD.,1,1,2016-08-17
6844,254241,TRISHAKTI ELECTRONICS & INDS. LTD.,1,0,
6845,254347,TRISTAR ENTERPRISES LTD. [MERGED],1,1,1999-04-15
6846,254426,TRITON VALVES LTD.,1,0,
6847,254452,TRIUMPH INTERNATIONAL FINANCE INDIA LTD.,1,1,2018-07-04
6848,254532,TRIVENI ENGINEERING & INDS. LTD.,1,0,
6849,254533,TRIVENI ENGINEERING & INDS. LTD. [MERGED],1,1,2000-05-05
6850,254534,TRIVENI ENGINEERING WORKS LTD. [MERGED],1,1,1996-06-07
6851,254535,TRIVENI ENTERPRISES LTD.,1,0,
6852,254549,TRIVENI GLASS LTD.,1,1,1999-03-11
6853,254594,TRIVENI TURBINE LTD.,1,0,
6854,254735,TRU WHEELS LTD. [MERGED],1,1,1996-01-23
6855,254828,TRUPTI TWISTERS LTD.,1,0,
6856,254924,T I FINANCIAL HOLDINGS LTD.,1,0,
6857,254944,TUBETEC SEAMLESS LTD.,1,1,2004-04-20
6858,254959,TUDOR INDIA PVT. LTD.,1,1,2009-05-08
6859,255035,TULIP FINANCE LTD.,1,1,2004-04-20
6860,255060,TULIP TELECOM LTD.,1,1,2018-05-30
6861,255061,TULIP STAR HOTELS LTD.,1,0,
6862,255162,TULSIPUR SUGAR CO. LTD. [MERGED],1,1,1999-12-04
6863,255175,TULSYAN N E C LTD.,1,0,
6864,255196,TUMUS ELECTRIC CORPN. LTD.,1,0,
6865,255210,TUNGABHADRA INDUSTRIES LTD.,1,1,1997-02-17
6866,255215,TUNGBHADRA PULP & BOARD MILLS LTD.,1,1,2004-01-14
6867,255218,TUNI TEXTILE MILLS LTD.,1,0,
6868,255313,TURNKEY INTERNATIONAL LTD.,1,1,2002-07-03
6869,255338,FIRSTMARK TRADE & ADVISORS LTD.,1,1,2004-04-20
6870,255351,GENOMIC VALLEY BIOTECH LTD.,1,0,
6871,255410,TUTICORIN ALKALI CHEMICALS & FERTILISERS LTD.,1,1,2000-09-20
6872,255472,T C P L PACKAGING LTD.,1,0,
6873,255475,TWENTYFIRST CENTURY MGMT. SERVICES LTD.,1,0,
6874,255511,TWIN ROSES TRADES & AGENCIES LTD.,1,0,
6875,255551,TWINSTAR INDUSTRIES LTD.,1,0,
6876,255591,ENSO SECUTRACK LTD.,1,1,2018-05-11
6877,255614,T T I ENTERPRISE LTD.,1,0,
6878,255624,TYPHOON FINANCIAL SERVICES LTD.,1,0,
6879,255645,TYROON TEA CO. LTD.,1,0,
6880,255676,U B E INDUSTRIES LTD.,1,1,1997-09-12
6881,255679,U B ENGINEERING LTD.,1,1,2018-07-02
6882,255729,U C L PLASTICS LTD.,1,1,1995-06-05
6883,255763,U F M INDUSTRIES LTD.,1,0,
6884,255771,U G HOTELS & RESORTS LTD.,1,1,2018-05-11
6885,255870,U M S TECHNOLOGIES LTD.,1,1,2015-02-02
6886,255921,U P HOTELS LTD.,1,0,
6887,255925,U P LIME-CHEM LTD.,1,1,2016-08-17
6888,255929,U P MINERAL PRODUCTS LTD.,1,1,2016-08-17
6889,256066,AXIS BANK LTD.,1,0,
6890,256137,U T LTD.,1,1,2018-05-11
6891,256146,U T V SOFTWARE COMMUNICATIONS LTD.,1,1,2012-03-16
6892,256224,UCAL FUEL SYSTEMS LTD.,1,0,
6893,256228,UCAL POWER SYSTEMS LTD. [MERGED],1,1,2004-07-02
6894,256248,UCIL LEASING LTD.,1,1,2018-05-11
6895,256249,UCO BANK,1,0,
6896,256264,UDAIPUR PHOSPHATES & FERTILISERS LTD. [MERGED],1,1,1999-10-23
6897,256459,UGAR SUGAR WORKS LTD.,1,0,
6898,256677,ULTRA INTERMEDIATES LTD.,1,1,1996-04-02
6899,256715,ULTRAMARINE & PIGMENTS LTD.,1,1,2002-04-19
6900,256763,UMA FABRICS LTD.,1,1,2004-07-02
6901,256776,UMA MAHESWARI MILLS LTD.,1,1,2016-08-17
6902,256784,J M D E PACKAGING & REALTIES LTD.,1,1,2018-07-04
6903,256841,UMANG INDIA LTD.,1,1,2004-07-02
6904,256895,UMEDIX INDIA LTD.,1,1,2004-04-20
6905,256955,UMI SPECIAL STEELS LTD.,1,1,1997-10-15
6906,256987,CIAN AGRO INDS. & INFRASTRUCTURE LTD.,1,0,
6907,257019,UNI ABEX ALLOY PRODUCTS LTD.,1,0,
6908,257043,HIGH STREET FILATEX LTD.,1,0,
6909,257054,FILATEX FASHIONS LTD.,1,0,
6910,257074,UNI-METAL ALLOYS LTD.,1,0,
6911,257087,U T L INDUSTRIES LTD.,1,0,
6912,257091,UNIALKEM FERTILIZERS LTD.,1,1,2004-04-20
6913,257120,UNICHEM LABORATORIES LTD.,1,0,
6914,257125,UNICK FIX-A-FORM & PRINTERS LTD.,1,0,
6915,257183,UNICORN ORGANICS LTD.,1,1,2016-08-17
6916,257186,UNICORN PHARMACEUTICALS (INDIA) LTD.,1,1,1996-04-02
6917,257195,UNICORP INDUSTRIES LTD.,1,1,2004-07-02
6918,257226,UNIFIED AGRO INDS. (INDIA) LTD.,1,1,2004-07-02
6919,257241,UNIFLEX CABLES LTD. [MERGED],1,1,2002-04-20
6920,257273,UNIJOLLY INVESTMENTS CO. LTD.,1,0,
6921,257305,UNILITE INDUSTRIES LTD.,1,1,2004-07-02
6922,257309,UNILIV FOODS LTD.,1,1,2004-07-02
6923,257350,UNIMIN INDIA LTD.,1,1,1997-08-08
6924,257353,UNIMODE OVERSEAS LTD.,1,0,
6925,257360,UNION BANK OF INDIA,1,0,
6926,257363,UNION BEARINGS (INDIA) LTD.,1,1,2018-07-04
6927,257394,UNION QUALITY PLASTICS LTD.,1,0,
6928,257427,UNIPLAS INDIA LTD.,1,1,2000-05-31
6929,257429,UNIPLY INDUSTRIES LTD.,1,0,
6930,257433,OASIS TEXTILES LTD.,1,1,2018-07-04
6931,257434,UNIPORT COMPUTERS LTD.,1,0,
6932,257450,UNIPRO TECHNOLOGIES LTD.,1,0,
6933,257452,UNIPRODUCTS (INDIA) LTD.,1,1,2009-07-01
