,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_cash_bal,sa_st_trade_bills_receivables,sa_debtors_more_6m,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_interest_inc,sa_interest_exp,sa_st_inventories,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_non_fin_services_inc,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_equity_div_inc_dist_pc_pat,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_total_div_pc_pat,sa_total_interest_exp,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_rawmat_stores_spares_avg_stk_rawmat_stores,sa_cost_of_goods_sold_avg_stk_fg,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,pe,pb,traded_qty,delisted
25,3992.8,3961.5,1432.6,58.8,1432.6,790.4366,1306.8,895.1,6.0,818.6,30.9,818.6,3894.1,3937.4,6.4,58.8,123.1,29.3,42.4,52.1,98.7,77.8,187.5,242.6,130.0,3838.97,3869.1,3965.3,3958.9,6.4,125.8,121.4,242.6,3961.5,29.3,351.0,0.7,3992.8,3992.8,294.3032,1079.5698,127.527,58.8,0.0,79.8,79.8,91.8,65.7,0.0,3263.1796,2.9769,10.5956,71.9042,19.6019,8.7244,0.0,42.4,98.2044,99.2964,1.092,2.6553,1.4727,0.0,0.0,0.0,4.9231,0.3846,33.3077,16.1538,45.2308,3.2559,1.9986,1.4727,1.6455,1.4727,13.5079,13.5079,15.093,13.8953,10.5019,10.5019,4.3839999999999995,51.8292,62.6416,0.8929,1.3781,0.2063,0.0111,0.9717,,105.3215,5.1335,5.3481,1174.3529,18.172,39.6348,10.0,3.6993,604.5,143.95,1.1996,2419.2002,39.1769,4.5808,882644.0,False
26,11915.0,11859.3,11161.2,754.8,11161.2,5033.052,5294.8,4475.0,26.2,2782.7,,2782.7,9998.0,10378.5,366.9,754.8,1513.6,5.2,344.9,1887.5,1824.8,1082.6,238.6,8052.6,1880.5,8742.5,10381.1,11123.7,10887.2,366.9,5866.4,5423.3,8052.6,,5.2,352.8,2799.7,11873.4,11822.8,864.0687,-612.6568,-45.2119,754.8,0.0,1133.1,1098.1,1457.9,1204.4,0.0,218.6731,1.0977,0.2764,-297.1177,419.04400000000004,-20.2156,0.0,344.9,89.8802,93.3008,3.4206,208.1923,6.3349,0.0,0.0,1.8612,19.5108,0.0,20.234,18.2558,40.1383,15.7826,9.2161,6.3349,10.1083,6.0067,19.3465,20.475,32.671,13.0933,8.6257,9.1288,6.5708,85.9539,52.5553,0.6284,1.0785,1.1669,0.0089,1.4064,8.2612,23.6124,3.9567,4.7906,25.0019,1.5855,2.3598,10.0,29.8947,4155.6,650.0,1.0452,15299.5582,24.4871,3.742,84671.0,False
27,30527.3,30487.5,33428.2,3066.8,33428.2,11263.4509,12785.7,12694.6,5.5,5473.7,297.6,5473.7,24717.4,25891.2,1148.0,3066.8,4960.5,,1113.3,5465.9,6070.8,3755.1,410.6,24744.5,6108.5,22094.53,25492.0,27761.2,30487.5,1148.0,20642.5,15665.7,24744.5,2.6,6.1,-1551.2,7394.9,30502.1,30788.2,2569.8084,-1356.7489,-118.4596,3066.8,0.0,3786.7,3785.3,4922.8,4189.7,0.0,194.6131,0.9927,0.4433,-123.9493,234.7715,-10.0724,0.0,1113.3,89.0358,93.264,4.2282,615.5902,10.0461,0.0,0.0,0.0229,18.7935,0.0,19.2158,11.7623,50.2055,20.01,12.3997,10.0461,13.7244,9.9787,25.6369,25.8314,35.2896,14.4561,11.7174,11.8064,9.8979,67.5352,42.8111,0.4465,0.8801,1.2067,0.0167,3.0985,8.1912,13.3837,5.6976,7.1053,21.7608,1.3832,2.2525,5.0,38.0186,14223.4,1166.0,1.083,93247.6949,32.4667,6.5559,1088579.0,False
28,8461.4,8444.1,8352.9,17.6,8352.9,4176.7141,4371.9,4730.0,0.6,2426.7,,2426.7,7803.2,8196.1,334.8,17.6,449.1,10.9,330.4,1586.7,767.3,50.5,234.6,4047.0,783.9,7162.58,8011.6,8570.2,8427.5,334.8,3981.0,3746.7,4047.0,,10.9,-411.7,928.0,8461.4,8570.5,340.3535,-318.046,-12.8075,17.6,0.0,56.2,26.9,432.5,380.9,0.0,225.3743,1.0194,0.0296,-3347.8522,3582.6684,-118.5389,0.0,330.4,91.0504,95.6349,4.5845,4.633,0.20800000000000002,0.0,3.3805,0.3572,42.7095,0.0,50.1212,1.1864,2.2452,9.2644,0.3179,0.20800000000000002,4.5016,0.2163,0.6906,0.6642,14.3736,0.797,0.2888,0.2778,0.2205,100.0214,55.5068,0.5766,0.9131,1.3348,0.0395,8.5241,12.5561,8.3514,3.7119999999999997,4.7249,15.5827,1.609,2.2773,10.0,1.6241,2691.1,99.25,1.1,2208.7402,96.5313,0.8278,2126744.0,False
29,1465.6,1462.2,802.0,35.1,802.0,283.3456,418.8,304.2,0.2,323.0,25.9,323.0,1386.6,1404.5,8.4,31.4,70.6,2.2,15.1,,75.6,51.5,31.0,153.8,79.0,787.6,1393.1,1430.5,1462.0,8.4,383.2,65.7,153.8,1462.2,2.2,89.3,165.9,1464.5,1462.2,295.9664,55.8806,15.052999999999999,35.1,0.0,52.7,52.7,67.2,43.6,8.8319,2225.5708,2.2208,2.6198,15.2305,80.6668,4.5139,8.8319,15.1,96.9311,98.1825,1.2513,23.4091,2.3949,0.0,0.0,0.0,10.6329,0.0,22.6582,22.2785,44.4304,5.3903,3.5958,2.3949,2.9749,2.3216,10.6117,10.9551,13.607999999999999,11.7406,7.7511,8.0018,5.1519,43.5741,77.1251,1.2919,1.2936,0.4369,0.213,16.977999999999998,,,4.9166,0.7346,1.4788,9.6802,21.7914,10.0,2.2998,544.3,119.95,1.1909999999999998,1725.2928,50.7439,3.1697,674000.0,False
30,52.8,51.5,14.9,0.1,14.9,0.0,0.1,,,,,,52.7,52.7,,0.1,0.1,1.3,,,-1.2,0.1,7.2,0.1,0.1,52.06,52.7,52.7,51.5,,14.8,0.0,0.1,51.5,1.3,0.1,,52.8,51.5,-2.7968,6.8893,-0.3924,0.1,0.0,0.1,0.1,-1.2,0.1,0.0,,3.5436,-4.1111,186.1963,-75.5901,-11.3759,0.0,,100.0,100.0,0.0,0.0769,0.1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.1894,0.1894,0.1894,0.1894,0.1894,0.6734,0.6734,0.6734,0.6734,0.6734,0.6734,0.6711,99.2992,0.0,,,0.0,,0.6926,,,,,66.0,515.0,1030.0,,,,,,,,,,False
31,9397.9,8878.7,59015.8,2111.4,59015.8,12722.5249,14258.9,7647.0,0.5,4559.0,,4559.0,2992.3,4387.7,1537.9,2111.4,4867.7,491.0,1180.5,914.7,5886.4,3445.8,2926.7,21053.8,6405.6,2885.91,4529.3,7286.5,8838.3,1537.9,44756.9,18026.5,21053.8,10.1,492.7,-1394.5,7558.2,9376.5,8878.7,1198.6632,-2364.7333,-261.83,2111.4,0.0,3472.3,3472.3,4348.5,3453.3,0.0,49.2536,0.1591,-0.2425,165.6092,-83.9459,13.1065,0.0,1180.5,41.0664,60.2168,19.1505,6.9937,22.4667,0.0,0.0,0.0,24.0087,0.0,21.7841,21.2455,32.9618,68.1599,36.9476,22.4667,36.7454,22.2898,5.2479,5.3017,8.6711,6.8775,4.1714,4.2141,3.5381,59.7398,31.973000000000003,0.6562,0.8205,0.2326,0.0579,36.4815,0.4366,,1.9294,0.1469,9.1791,0.4218,0.4725,2.0,55.6358,41322.9,259.5,1.1363,14862.7295,12.92,0.3631,9838882.0,False
32,7.4,,84.9,1.7,84.9,0.0,3.8,0.1,0.7,,,,4.3,4.9,0.1,0.3,3.0,7.3,0.2,2.2,-4.3,2.4,14.7,0.3,3.1,1.91,4.4,5.7,,0.1,81.1,0.1,0.3,,7.4,1.5,,7.4,,-0.0239,-12.7912,0.0151,1.7,0.0,2.4,2.4,-4.4,1.8,70.5882,0.0,0.0877,128.0,99.9315,0.1868,0.0685,70.5882,0.2,75.4386,85.9649,10.5263,0.3243,22.973000000000003,0.0,0.0,0.0,3.2258,0.0,19.3548,22.5806,54.8387,41.8919,32.4324,22.973000000000003,24.3243,22.973000000000003,2.0631,2.0631,2.1845,2.9126,2.0631,2.0631,2.0142,590.0901,0.0,0.6957,1.6522,0.0,0.3478,66.3636,,,0.0,,2.8462,0.0,0.0,,,,,,,,,,False
33,44.0,,266.1,32.1,266.1,0.0,234.5,13.1,0.1,170.4,109.7,170.4,1.6,3.3,0.2,32.1,42.2,23.7,1.4,,-1.6,40.5,69.2,3.9,42.4,1.01,1.8,11.9,,0.2,31.6,0.6,3.9,,44.0,153.3,,44.0,,7.6158,-3.1227,-0.5931,32.1,0.0,40.5,40.5,-1.8,32.3,0.0,0.0,0.1664,0.0924,-80.069,195.2757,180.06900000000002,0.0,1.4,13.4454,27.7311,14.2857,0.9205,72.9545,0.0,0.0,0.0,0.4717,0.0,4.0094,19.8113,75.7075,96.3636,92.0455,72.9545,73.4091,72.9545,15.9029,15.9029,16.002,17.8532,14.1503,14.1503,12.1407,65.7202,72.6652,4.2029,4.2071,0.0,0.6381,446.1111,,,0.0,0.0156,55.0,0.0,0.0,10.0,4.6356,230.7,94.5,1.05,654.3747,24.3443,3.0049,7500.0,False
34,48884.5,48678.0,24571.6,806.1,24571.6,22543.1661,14271.5,9683.2,2.6,7331.4,192.5,7331.4,46587.1,47394.3,417.0,678.0,1905.0,160.5,785.5,2936.3,2135.0,1099.7,266.1,7873.4,2322.0,11377.5,46942.9,48122.5,16264.5,417.0,10300.1,7038.2,7873.4,255.2,188.9,3287.8,2387.3,48872.4,48722.1,3251.737,2350.1729,177.2901,806.1,0.0,1097.8,1096.3,1718.0,1370.5,13.1994,691.6257,1.923,3.2409,40.6661,56.2662,3.5859,13.1994,785.5,96.8094,98.4868,1.6774,5.8216,1.649,0.0,0.0086,0.055999999999999994,17.9587,0.0,34.7631,12.4978,34.7158,4.75,2.2426,1.649,2.8035,1.6645,8.1635,8.0893,13.7531,5.857,4.3327,4.2933,3.2001,-58.3584,51.3709,0.8167,1.3258,0.778,0.057999999999999996,0.7317,4.6982,10.9325,6.4195,5.6169,34.8268,6.242000000000001,6.7929,2.0,6.843,10842.1,309.6,1.1573,39888.5376,43.7806,3.6791,10428618.0,False
35,146.3,144.9,2616.3,-1077.4,2616.3,2656.5033,969.5,7691.0,4.8,86.4,64.9,86.4,110.0,1107.2,116.5,-1077.4,-80.2,0.7,997.2,239.9,34.9,-1078.1,160.1,3034.9,36.3,189.49,226.5,1223.7,142.7,116.5,1646.8,1615.8,3034.9,144.9,0.7,-6748.9,0.0,145.6,144.9,-4.4755,85.3721,-5.3966,-1077.4,0.0,-1077.4,-1077.4,-81.6,-960.9,,8.9677,0.0551,-0.4217,113.0756,-5.9278,-7.6502,,997.2,8.9891,90.4797,81.4906,-1540.1429,-736.432,0.0,0.0,0.0,320.9366,0.0,2747.1074,0.0,-2968.0441,24.811999999999998,-736.432,-736.432,-656.8011,-740.4533,,,,-51.8654,-51.8654,-51.8317,-40.6301,-328.6835,8.9118,0.0811,0.1256,,0.0027,33.3576,0.0979,1894.9,1.5724,0.0861,2.7013,0.0477,0.0866,10.0,-61.4862,-4776.9,5.51,1.05,88.2066,,,33227.0,False
36,47845.9,46692.4,63951.7,3369.8,63951.7,16742.6902,15139.3,14081.7,10.2,3907.8,91.0,3907.8,37543.3,38953.4,4241.1,2455.1,5793.5,243.0,1299.2,7682.5,8882.9,4185.6,5095.8,51076.7,10034.6,35343.61,42039.3,44209.9,46140.0,4241.1,48812.4,43440.6,51076.7,24.8,953.9,-1170.6,22264.0,47780.4,46426.2,3075.9126,6742.8236,553.4638,3369.8,0.0,4383.4,4383.2,4641.8,7662.5,22.5533,107.4856,0.813,2.3234,65.0086,29.6554,5.5505,22.5533,1459.6,84.9206,88.1101,3.1896,4.3879,7.042999999999999,0.0,0.002,0.0,42.2648,0.0,14.0524,10.0991,33.5818,20.9727,9.1611,7.042999999999999,16.015,6.9194,18.323,18.6761,42.4671,8.4042,6.6383,6.7662,5.6177,24.7649,25.8123,0.3714,0.9184,1.4538,0.0957,11.498,3.926,28.401,14.1707,13.7769,8.2897,1.0847,1.2442,10.0,6.6935,20998.3,109.5,1.1207,54450.2863,16.974,2.6575,11058881.0,False
37,5.6,1.0,85.4,0.6,85.4,0.0,57.2,0.2,0.1,,,,3.1,3.5,1.4,-2.3,1.1,3.8,0.1,,-2.1,0.7,60.0,106.0,2.5,2.27,4.4,5.0,0.7,1.4,28.2,25.8,106.0,1.0,4.6,54.8,,5.6,1.0,-0.271,-3.0221,0.0931,0.6,0.0,0.7,0.7,-3.5,2.0,400.0,3.8760000000000003,0.0647,1.1636,94.4396,8.4686,4.4056,400.0,0.1,62.0,70.0,8.0,0.1522,10.7143,0.0,0.0,0.0,56.0,0.0,16.0,4.0,24.0,44.6429,12.5,10.7143,35.7143,10.7143,0.7117,0.7117,2.3725,0.8304,0.7117,0.7117,0.6932,85.7143,0.0,24.6522,24.8261,0.0,21.913,4180.9091,,,,,7.0,0.009000000000000001,0.0368,10.0,0.4333,86.0,11.0,1.0498,66.0,110.0,0.7942,1800.0,False
38,3655.0,3637.0,3030.2,-211.1,3030.2,26357.9501,2005.3,2683.0,0.5,1257.5,,1257.5,3486.8,3722.4,84.4,-211.1,54.5,11.6,210.6,429.9,125.5,-182.9,297.6,274.3,138.9,2976.78,3594.2,3841.4,3622.5,84.4,1024.9,198.3,274.3,1940.4,11.6,-953.5,616.1,3655.0,3612.3,-386.9039,904.0779,-107.774,-211.1,0.0,-181.1,-211.1,41.1,-92.1,,1834.0898,1.2707,-1.0516,220.83,-94.5051,-26.6102,,210.6,90.76899999999999,96.9022,6.1332,-15.7672,-5.7756,0.0,3.7437,17.8546,60.7631,0.0,169.6184,0.0,-151.9798,3.8003,-5.7756,-5.7756,-2.5198,-5.6498,,,,-10.0677,-11.3668,-11.62,-7.1791,106.6068,62.7088,0.4923,0.6547,,0.0089,9.5155,0.1427,41.7794,3.3385,7.1225,3.9399,6.2621,15.3784,10.0,17.3981,211.6,81.8,1.2,2302.0809,2.8624,7.0044,402522.0,False
39,91.4,84.9,199.8,10.3,199.8,21.2783,48.0,9.0,0.1,,,,74.6,74.7,3.1,10.3,12.4,1.2,0.1,5.6,9.0,12.2,46.8,99.2,15.5,22.94,78.1,79.8,84.7,3.1,151.8,38.2,99.2,84.9,6.4,35.4,,91.3,83.6,4.5759,-0.7374,-0.0385,10.3,0.0,12.3,12.3,5.9,13.9,0.0,222.2513,0.5014,0.4199,-19.4055,120.4192,7.9215,0.0,0.1,93.4837,93.609,0.1253,1.9062,11.2691,0.0,0.0,0.0,20.0,0.0,0.6452,12.9032,66.4516,16.9584,13.4573,11.2691,15.2079,11.172,5.9182,5.9762,8.065,7.0684,5.9096,5.9676,5.5952,135.3779,0.0,3.0222,4.9333,0.0,2.8444,31.3124,,3.6704,,0.3544,3.7114,0.9243,2.6449,10.0,3.1624,184.1,29.25,1.0988,133.614,14.625,0.7452,32470.0,False
40,1635.5,1607.9,1138.2,31.9,1138.2,783.3083,865.9,705.1,0.7,299.5,12.1,299.5,1532.7,1582.1,23.2,31.9,98.7,0.4,40.3,392.8,96.1,49.4,27.6,436.4,121.9,1409.25,1535.0,1624.5,1590.3,23.2,272.3,236.5,436.4,0.1,25.9,155.2,105.7,1634.7,1628.8,69.6261,-57.8492,-2.4768,31.9,0.0,49.3,48.9,72.9,54.2,0.0,679.8732,1.4856,0.2058,-622.0349,748.6674,-23.6401,0.0,40.3,94.34899999999999,97.39,3.0409,1.9073,1.9505,0.0,0.0,0.3281,19.032,0.0,40.525,13.9459,26.169,7.4534,2.9899,1.9505,3.3139999999999996,2.0126,10.5483,10.2276,17.3774,5.6095,3.7359,3.6223,2.9885,95.9129,34.5883,0.6194,1.22,1.7437,0.0267,4.5179,5.5212,15.4693,5.9245,8.5347,35.3067,3.7164,6.5696,10.0,13.4127,397.2,141.65,1.1985,389.424,12.6593,1.0531,120813.0,False
41,2185.1,2137.0,4741.3,-1798.1,4741.3,15612.3687,2822.0,2546.9,0.6,573.7,89.4,573.7,2143.6,2487.9,41.9,-1798.1,-1300.1,34.5,328.4,2004.1,-1306.3,-1644.5,233.4,221.5,-1258.2,3309.97,3485.2,2683.5,2107.8,41.9,1919.3,125.7,221.5,6.4,48.0,238.8,27.1,2185.1,837.3,-1047.4376,-1403.4349,342.3725,-1798.1,0.0,-1644.4,-1810.6,-1348.2,-1602.5,,1700.0796,0.3946,1.1801,66.5608,49.6769,-15.2844,,328.4,79.8808,92.711,12.8303,-34.2604,-82.2891,0.0,-5.9847,-7.2246,-3.3302,0.0,-27.3645,0.9935,142.9105,-57.5809,-82.8612,-82.2891,-73.3376,-82.2891,-71.3914,-71.3914,-63.6254,-32.2126,-35.2213,-35.2213,-32.4719,-1220.3866,20.3296,0.2936,1.0937,1.0688,0.0686,12.0333,0.2631,2.8046,3.2601,6.4074,42.9293,9.6675,14.7227,1.0,-7.6326,2750.9,11.11,1.2,2443.5077,,2.0451,5361171.0,False
42,12.9,0.3,225.5,-3.1,225.5,168.5518,164.3,6.8,,5.8,0.9,5.8,11.6,11.8,4.6,-3.1,-3.3,8.4,,8.5,-11.3,-3.5,6.4,112.5,1.3,4.61,14.4,16.0,-0.3,4.6,61.2,52.1,112.5,,12.6,82.2,2.9,12.9,0.3,46.6279,-174.7957,-44.0321,-3.1,0.0,-3.5,-3.5,-15.9,1.1,,0.5758,0.0561,-3.7232,101.5074,-27.0777,-1.5074,,,72.5,73.75,1.25,-0.2778,-24.031,0.0,0.0,0.0,353.8462,0.0,15.3846,-30.7692,-238.4615,10.0775,-27.1318,-24.031,8.5271,-24.031,-1.4266,-1.4266,0.5062,-1.5611,-1.3827,-1.3827,-1.3487,101.6589,3.5301,11.7353,13.0882,0.0246,10.4118,1541.1111,0.0,2.8813,0.0909,0.0,21.5,0.0027,0.0055,10.0,10.4688,217.6,201.0,1.05,127.936,17.003,0.5928,2474.0,False
43,1475.9,1446.3,1812.0,83.2,1812.0,871.5971,1082.8,757.2,3.9,355.0,75.1,355.0,1269.3,1326.8,48.3,83.2,188.7,20.4,45.1,284.0,208.9,126.8,51.9,842.5,237.0,890.89,1282.8,1424.6,1413.5,48.3,729.2,448.4,842.5,160.6,23.7,193.2,117.0,1472.1,1478.2,287.3748,-214.6165,-42.6583,83.2,0.0,131.2,131.2,160.6,138.4,0.0,322.5468,0.8493,0.1045,-713.0117,954.7336,-122.3077,0.0,45.1,89.0987,93.1349,4.0362,5.3502,5.6372,0.0,0.0,0.0,20.3797,0.0,24.2616,20.2532,35.1055,16.058,8.8895,5.6372,9.3773,5.4956,9.4864,9.7561,16.2289,9.1023,5.8074,5.9725,4.6552,79.3917,32.7854,0.8331,1.2413,0.684,0.147,33.4896,4.6915,7.4148,4.1406,4.1765,12.5392,1.8513,3.5168,10.0,17.1325,934.4,621.0,1.0714,3085.3651,56.3023,3.302,226039.0,False
44,40.7,0.6,394.2,-0.9,394.2,3071.9333,310.8,113.6,0.2,67.8,14.3,67.8,24.4,38.3,4.0,-0.9,12.3,2.1,6.2,202.4,-23.8,-2.4,133.3,39.2,16.3,15.05,28.4,41.6,0.6,4.0,83.4,10.5,39.2,0.6,39.3,167.4,16.7,40.6,0.6,1.726,2.2671,0.1069,-0.9,0.0,-1.6,-2.0,-27.8,2.4,,5.7143,0.1072,0.2398,55.294,42.0984,44.361000000000004,,6.2,58.6538,92.0673,33.4135,-0.0611,-2.2113,0.0,1.8405,0.6135,24.5399,0.0,85.2761,-6.7485,-5.5215,40.0491,-4.914,-2.2113,5.8968,-2.4631,-0.3954,-0.3559,0.9490000000000001,-0.818,-0.3408,-0.3067,-0.2634,71.6749,21.8147,0.6724,2.4506,0.1949,-0.0156,12.8521,,,0.0092,0.0186,3.0992,0.0155,0.0524,10.0,0.07200000000000001,252.4,12.15,1.02,149.4288,93.0891,0.6114,170775.0,False
45,138.0,13.5,824.9,8.6,824.9,3740.72,774.1,252.0,2.9,762.6,97.2,762.6,61.9,109.7,3.6,8.6,72.5,122.0,44.5,,-48.4,23.2,75.0,120.2,76.1,27.26,64.2,129.4,13.4,3.6,50.8,32.4,120.2,,123.0,517.6,78.1,137.5,13.5,-15.1609,-24.0187,2.0796,8.6,0.0,24.7,11.6,-52.0,24.9,0.0,41.6667,0.1626,0.4612,64.7404,40.8651,32.4823,0.0,44.5,47.8362,84.7759,36.9397,0.1886,6.2319,0.0,5.1248,12.0894,4.7306,0.0,62.8121,3.9422,11.3009,55.1449,8.4058,6.2319,18.0435,5.8909,1.7944,1.9052,5.5162,2.8793,1.0053,1.0673,0.9544,91.8525,98.5144,3.0298,3.0298,0.7097,0.0302,43.7773,,,0.0172,,4.4212,0.1111,0.4,10.0,5.0,464.0,46.8,1.199,341.25,29.9342,0.7355,56544.0,False
46,84665.0,77766.0,149120.4,2216.4,149120.4,80724.7745,89814.8,87850.2,176.0,29494.8,260.4,29494.8,71398.6,80034.4,788.6,2216.4,12583.9,6354.5,6730.5,6083.6,6587.5,3682.2,1099.8,13175.3,13372.5,64070.83,71884.1,82751.9,77745.8,788.6,59305.6,11620.1,13175.3,77042.4,6519.1,-37484.8,21659.7,84598.2,78069.3,-19298.8944,15312.1302,-3216.6358,2216.4,0.0,3948.1,3849.8,5798.9,3843.2,0.0,669.2369,0.5734,0.1834,-212.5681,267.9137,74.9717,0.0,6859.2,86.2803,96.7161,10.4358,0.5648,2.7233,,0.5489,0.1862,5.8972,0.0,64.5788,12.2146,16.5743,15.7946,4.5471,2.6178,4.5393,2.7741,6.4188,6.0621,10.5117,3.4674,2.2099,2.0871,1.5893,93.0909,32.8396,0.3892,0.5806,1.9146,0.0409,20.6009,1.5371,11.4721,2.7755,2.0085,34.2406,6.2822,6.9403,1.0,3.0073,37975.4,169.35,1.1771,182953.4073,257.1173,4.8481,92715070.0,False
47,116033.3,108738.1,448802.0,-60543.4,448802.0,43651.2879,38448.9,162494.8,,17444.6,,17444.6,96036.5,127052.1,11207.2,-60543.4,-27475.6,5864.5,27372.8,10848.3,12701.6,-23227.0,38569.4,254865.0,-16268.4,101564.24,107239.0,176576.7,108091.5,11207.2,410353.1,227176.5,254865.0,,6294.2,-128476.6,236735.0,115267.5,108738.1,6726.1098,-23502.6084,-1179.8015,-60543.4,0.0,-58491.2,-61376.0,1494.4,-48046.3,,47.865,0.2476,-0.8016,130.8878,-37.4582,4.6359,,27372.8,54.388000000000005,71.9529,17.5649,-3.6902,-52.1776,0.0,0.0,-17.7325,-68.8894,0.0,-190.6494,5.1179,372.1534,-14.0205,-52.8952,-52.1776,-41.4073,-21.7269,-36.5672,-88.4005,-70.1533,-6.8182,-7.3516,-17.7723,-5.3437,115.55,45.3709,0.1474,0.2229,5.8361,0.0247,11.4916,7.5964,,3.6310000000000002,2.2769999999999997,69.1218,0.42700000000000005,0.4675,10.0,-2.3776,93615.3,46.35,1.086,171055.242,,3.6603,124933481.0,False
48,31.2,31.2,3241.7,-138.5,3241.7,8472.2355,1857.7,1331.2,18.9,1656.5,1656.5,1656.5,17.1,17.3,115.3,-138.5,-127.0,,,,-11.7,-127.2,181.2,1651.4,-11.7,142.05,158.2,143.9,30.7,115.3,1384.0,855.8,1651.4,,,499.5,1180.4,31.2,5.4,102.2925,-1133.9232,-99.7693,-138.5,0.0,-127.2,-127.2,-127.0,-11.9,,3.6457,0.0095,-4.2582,100.223,-9.0412,8.8159,,,11.8833,12.0222,0.139,,-443.9103,0.0,0.0,0.0,-985.4701,0.0,-1.7094,-96.5812,1183.7607,-37.5,-407.6923,-443.9103,-38.141,-443.9103,-17.3266,-17.3266,-1.4887,-6.8301,-7.4368,-7.4368,-4.2155,10476.8608,89.1694,1.2588,1.3752,1.456,0.0143,44.0676,2.0,11.0116,0.0189,0.0007,8.9143,0.0176,0.0321,10.0,-5.7293,779.1,11.54,1.0998,199.2925,,0.273,84484.0,False
49,8.7,4.9,71.9,0.7,71.9,0.1122,30.8,15.1,0.2,0.2,,0.2,5.5,7.9,,0.7,3.2,1.0,1.6,1.1,-0.6,0.8,36.8,,3.2,5.22,5.5,8.0,4.9,,41.1,,,,3.8,14.2,,8.7,4.9,0.3509,3.3074,0.2418,0.7,0.0,0.8,0.8,-0.6,0.7,0.0,,0.1222,0.8041,84.8045,8.9966,9.3853,0.0,1.6,68.75,98.75,30.0,0.2105,8.046,0.0,0.0,0.0,0.0,0.0,75.0,3.125,21.875,36.7816,9.1954,8.046,8.046,8.046,1.2444,1.2444,1.2444,1.1283,0.9873,0.9873,0.9831,55.1724,0.6494,1.6797,1.9281,0.2633,1.4183,46.4545,,,49.0,,14.5,,,10.0,0.7075,70.9,5.14,1.0493,18.8895,24.5175,0.3038,10000.0,False
