,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_cash_bal,sa_st_trade_bills_receivables,sa_debtors_more_6m,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_interest_inc,sa_interest_exp,sa_st_inventories,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_non_fin_services_inc,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_equity_div_inc_dist_pc_pat,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_total_div_pc_pat,sa_total_interest_exp,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_rawmat_stores_spares_avg_stk_rawmat_stores,sa_cost_of_goods_sold_avg_stk_fg,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,pe,pb,traded_qty,delisted
963,302.7,298.1,337.4,8.0,337.4,123.2409,152.6,135.5,1.0,61.8,,61.8,274.1,282.5,16.3,8.0,20.3,1.2,8.1,50.7,32.0,8.5,79.2,370.5,36.6,224.6,281.6,302.7,281.2,16.3,184.8,181.9,370.5,,1.2,-7.9,45.7,299.3,306.1,24.0859,35.5399,3.5742,8.0,0.0,11.9,11.9,15.7,23.2,0.0,163.8813,0.9757,2.2293,56.233999999999995,38.1107,6.0054,0.0,8.1,90.5517,93.3267,2.775,7.0833,2.6429,0.0,0.0,0.0,44.5355,0.0,22.9508,10.6557,21.8579,12.0912,3.9313,2.6429,7.6644,1.5369,3.1768,5.5249,16.0221,3.6717,1.9869999999999999,3.4557,1.4827,54.0461,40.498000000000005,0.4745,0.9447,0.7413,0.0077,1.4258,18.5795,15.1757,4.1317,5.3997,7.0757,0.8561,1.7776,,,,,,,,,,False
964,128.3,125.2,244.3,-25.7,244.3,46.9485,63.9,79.4,,9.3,9.1,9.3,137.2,139.9,13.3,-25.7,-21.6,0.1,2.7,21.3,-11.4,-24.8,4.8,231.4,-8.3,109.05,149.7,154.6,122.5,13.3,180.4,139.7,231.4,,2.6,-25.0,4.9,128.1,125.8,-6.3307,4.9731,-0.2424,-25.7,0.0,-24.3,-25.3,-24.7,-11.0,,89.6206,0.5018,0.1221,-310.8159,395.6682,90.0779,,2.7,88.7451,90.4916,1.7464,-9.5385,-20.0312,0.0,-12.0482,0.0,-160.241,0.0,-32.5301,-4.8193,309.6386,-6.4692,-19.7194,-20.0312,-8.5737,-20.2186,-16.5972,-16.4691,-7.0489999999999995,-14.0789,-14.7034,-14.5898,-10.1291,100.113,14.554,0.4723,0.7175,0.1411,0.0429,9.2652,7.5204,13.0599,13.5351,2.6859,3.9907,0.5413,0.8572,1.0,-5.4396,155.8,96.0,1.1482,442.5709,,3.6366,49188.0,False
965,10017.4,,94805.2,1477.3,94805.2,0.0,4700.5,17907.6,13.2,8.9,,8.9,727.0,7405.4,7.0,1477.3,9283.4,9800.4,6678.4,,-727.0,2604.8,538.8,160.1,9290.4,221.82,716.9,8540.1,-0.7,7.0,90104.7,23.0,160.1,,10017.2,-17214.9,68421.1,10017.4,,1620.2195,-309.3309,-57.1886,1477.3,0.0,2605.0,2271.0,-734.0,1848.5,0.0,0.0,0.1141,0.0915,-24.6734,129.235,124.6734,0.0,6678.4,8.5128,86.7133,78.2005,0.26,14.7473,0.0,3.5951,0.0,0.0753,0.0,71.885,8.5432,15.9014,92.7426,22.6706,14.7473,18.4529,14.7473,18.8189,18.8189,23.5475,3.0995,1.7579,1.7579,1.6831,20.4101,0.1893,0.0419,0.0427,9.8266,0.0345,316.2247,,,0.0,0.0,38.6027,0.0,0.0,10.0,31.4144,9263.2,623.4,1.1073,33174.9492,22.4565,3.9579,1440099.0,False
966,231.0,209.6,296.6,-11.3,296.6,191.8144,212.7,26.3,,80.0,0.1,80.0,235.0,235.6,4.0,-11.3,-3.3,,0.4,48.1,-19.9,-24.5,242.7,109.6,0.7,168.98,233.8,247.8,208.8,4.0,83.9,27.2,109.6,,,-123.0,64.0,211.0,215.1,-56.3654,-27.0633,4.9287,-11.3,0.0,-3.9,-11.3,-23.9,0.1,,770.5882,0.7154,1.0918,34.4756,71.803,-1.7547,,0.4,94.8345,95.0767,0.2421,,-4.8918,0.0,0.0,1057.1429,571.4286,0.0,85.7143,0.0,-1614.2857,0.303,-4.8918,-4.8918,0.0433,-14.455,,,,,,,-9.4456,96.5234,37.6117,0.4814,0.629,,0.2377,2.0295,4.0862,5.971,2.6616,4.8416,2.1956,1.9363,7.6218,3.0,-0.3789,-97.2,4.99,1.165,375.1197,,,84891.0,False
967,448.4,406.8,512.6,7.6,512.6,313.8268,325.5,152.2,,73.9,3.9,73.9,415.5,428.1,13.4,7.6,23.7,0.4,10.6,160.7,-4.0,11.6,41.5,330.1,37.1,355.46,423.7,445.5,382.7,13.4,187.1,164.4,330.1,,41.6,131.6,23.4,448.4,411.5,12.2359,-132.4991,-2.8368,7.6,0.0,11.1,11.1,-17.4,23.2,0.0,247.4453,0.9038,-11.8365,107.6353,-9.9398,-1.8941,0.0,10.6,93.266,96.0943,2.8283,0.2788,1.6949,0.0,0.0,0.0,36.1186,0.0,33.9623,9.434,20.4852,8.2739,2.4755,1.6949,5.1739999999999995,1.8064,2.7673,2.5965,7.9262,3.1759,2.2177,2.0808,1.6326,98.2723,22.7035,0.8324,1.6829,0.2426,0.21899999999999997,6.4609,2.5762,6.8031,5.2969,4.928,6.3333,1.3264,2.8113,10.0,1.9501,307.7,183.9,1.1998,719.8154,109.0629,2.3393,45855.0,False
968,10.5,,67.1,2.1,67.1,0.0,63.0,0.2,,17.5,,17.5,4.6,7.6,,2.1,5.9,3.5,,8.1,-4.6,2.9,53.1,0.5,5.9,2.04,3.7,8.4,,,4.1,0.1,0.5,,10.5,47.8,,10.5,,0.1985,3.3063,0.0951,2.1,0.0,2.9,2.9,-4.6,2.1,0.0,0.0,0.1587,1.9459,91.84299999999999,5.5145,8.157,0.0,,54.7619,90.4762,35.7143,0.2762,20.0,0.0,0.0,0.0,0.0,0.0,50.8475,13.5593,35.5932,56.1905,27.619,20.0,20.0,20.0,3.2283,3.2283,3.2283,4.4581,3.2283,3.2283,3.1746,,27.7778,19.9,48.8,0.0,0.4,39.4595,,,0.0,1.3333,4.2,0.0,0.0,10.0,0.5271,67.4,8.17,1.05,42.9725,31.738000000000003,0.6376,4350.0,False
969,422.7,415.0,2648.4,-43.6,2648.4,63.9683,83.2,191.2,1.9,39.9,32.3,39.9,416.8,438.6,47.3,-43.6,-41.4,3.1,16.4,18.7,-1.8,-67.4,141.0,1617.9,5.9,284.97,463.7,466.3,396.8,47.3,2565.2,1570.7,1617.9,415.0,3.5,-118.4,286.2,419.7,415.0,1.4561,-52.794,-0.1621,-43.6,0.0,-63.2,-63.2,-49.1,-18.9,,26.4213,0.1598,-6.358,102.5126,-2.8274,0.3017,,16.4,89.3845,94.0596,4.6751,-19.2571,-10.3146,0.0,0.0,0.0,801.6949,0.0,369.4915,-332.2034,-738.9831,1.3958,-14.9515,-10.3146,-4.4713,-11.1032,-2.0192,-1.8892,-0.8190000000000001,-2.7673,-1.9133,-1.7902,-1.7612,116.9029,47.9567,0.2513,0.384,0.0673,0.0328,9.8393,,,7.2489,3.4805,3.0281,0.2348,0.2835,2.0,-0.2311,2405.1,25.95,1.0945,1826.4456,,0.852,67828.0,False
970,13606.3,13566.5,2794.1,436.4,2794.1,787.7563,289.5,499.2,1.3,4.5,,4.5,12856.9,12859.0,56.7,401.2,672.1,28.9,2.0,107.0,689.0,667.5,146.3,682.7,728.8,2918.2,12903.3,13149.3,3716.2,56.7,2504.6,632.2,682.7,,37.3,-269.2,48.6,13606.3,13545.9,2135.5541,-1031.0448,-173.7093,436.4,0.0,670.0,670.0,632.3,496.7,6.6911,2145.919,5.3311,2.5293,-110.7697,229.4321,-16.941,6.6911,2.0,97.7763,97.7923,0.016,17.8954,3.2073,0.0,0.0,0.0,7.7799,0.0,0.2881,32.0527,59.8793,5.3563,4.9242,3.2073,3.6505,3.2073,21.5177,21.5177,24.4909,32.9126,21.5177,21.5177,17.0986,127.3489,1.5544,0.2139,0.4607,0.0,0.1256,8.6842,24.0923,205.507,3990.1471,56.0209,121.1603,13.7591,19.1253,10.0,32.5947,2505.5,989.9,1.2,14173.8657,30.9001,5.6571,1684273.0,False
971,2994.1,2913.9,2885.8,260.7,2885.8,1319.7841,2129.7,790.6,0.1,581.0,,581.0,2523.2,2559.4,73.7,207.9,421.4,12.6,3.7,594.5,414.9,371.9,29.2,553.5,495.1,1958.83,2564.9,2757.6,2659.7,73.7,756.1,479.7,553.5,,66.9,959.0,42.8,2991.5,2938.1,557.5949,-53.3123,-11.8826,260.7,0.0,385.2,377.5,341.2,333.7,16.8393,607.4422,1.1708,1.0564,-10.827,113.2402,-0.9375,16.8393,3.7,91.4999,92.8126,1.3127,5.559,8.7071,0.0,0.7877,0.7675,14.8859,0.0,7.3117,23.5912,52.656000000000006,16.5359,12.6081,8.7071,11.1453,8.6278,16.8627,17.0325,21.8019,24.2977,16.8627,17.0325,10.0927,45.198,27.2808,1.3083,1.8423,0.0,0.4225,4.3261,4.6541,59.0899,6.1748,4.9038,9.8664,3.7353,6.6581,2.0,17.7937,1773.7,884.8,1.1295,12679.9504,48.9573,7.1489,61551.0,False
972,11886.3,4027.9,134694.2,-36841.1,134694.2,3148.2745,13571.9,15641.4,2.7,835.7,156.9,835.7,4306.3,11862.3,161.3,-36841.1,-29122.9,7776.7,7224.3,657.4,-278.4,-171.7,7375.3,1031.5,-28961.6,3491.47,4463.9,48727.4,3878.2,161.3,121122.3,714.7,1031.5,100.2,7824.0,-8602.3,52299.8,11886.3,4027.9,-645.9976,-88.325,4.5226,-36841.1,0.0,-36678.9,-36840.2,-439.7,-36619.6,,563.5791,0.0789,0.0898,12.1026,88.5171,74.0263,,7224.3,8.8375,24.3442,15.5067,-0.0219,-309.9459,0.0,-0.3101,-0.2469,-0.5569,0.0,-26.0897,-0.0031,127.2067,-243.6553,-309.9383,-309.9459,-308.0824,-2.5197,-0.3649,-44.8844,-44.6146,-0.121,-0.2111,-25.9658,-0.1988,100.5131,6.1576,0.4382,0.4959,0.968,0.0304,121.3014,3.0367,,2.6598,2.6077,22.6406,4.1397,5.4708,1.0,0.3428,88285.6,22.8,1.1371,135506.9714,50.1707,2.3192,318000100.0,False
973,5442.1,5413.1,5772.5,296.0,5772.5,2866.9808,3963.4,2465.1,2.7,1822.7,206.7,1822.7,4650.8,4775.9,239.4,296.0,594.0,29.0,111.0,1103.0,804.4,468.9,214.7,3084.8,833.4,4004.88,4839.9,5188.2,5132.4,239.4,1809.1,1317.4,3084.8,,29.0,1434.0,287.3,5442.1,5455.2,930.9264,-732.7248,-127.0016,296.0,0.0,468.9,468.9,565.0,523.1,0.0,410.8927,1.0654,0.0944,-1029.1079,1307.4809,-177.3749,0.0,111.0,89.6419,92.0531,2.4112,16.169,5.4391,0.0,0.0,0.0,28.7257,0.0,15.0108,20.7463,35.5172,15.3139,8.6162,5.4391,9.6121,5.4391,13.6702,13.6702,24.1583,13.6114,8.5924,8.5924,5.7946,89.3609,45.9883,1.1253,1.57,0.395,0.28800000000000003,54.638000000000005,10.1594,52.0452,3.1439999999999997,2.5555,20.0741,1.7773,3.8797,10.0,16.7665,3186.5,447.0,1.1542,9299.8845,25.8402,2.9185,3328931.0,False
974,206.8,203.5,450.2,-9.6,450.2,102.9464,114.6,103.6,0.2,54.3,10.4,54.3,204.2,210.6,5.2,-9.6,-0.3,2.2,6.3,21.3,2.6,-6.7,64.7,480.4,4.9,135.98,209.3,219.7,178.7,5.2,335.6,179.7,480.4,,2.3,-22.7,105.5,206.5,206.8,12.1395,-1.544,-0.0955,-9.5,-0.1,-6.7,-7.8,-2.6,-1.5,,113.2443,0.6618,0.5769,-14.7051,115.6145,1.0931,,6.3,92.9449,95.85799999999999,2.9131,-2.9130000000000003,-4.6422,0.0,18.3673,4.0816,106.1224,0.0,130.6122,36.7347,-195.9184,2.3694,-3.7718,-4.6422,-0.7253,-4.3099,-7.7865,-8.399,-1.3123,-2.7325,-3.6297,-3.9152,-2.8480000000000003,87.3935,47.3822,0.5782,0.7848,1.2222,0.0057,1.0463,8.3871,19.0182,3.6568,2.8619,3.1006,0.5872,4.1959,10.0,-0.4482,114.6,63.95,1.05,413.8213,,3.7586,27021.0,False
975,2.8,0.4,34.0,-3.9,34.0,2.0714,,30.6,,,,,1.7,2.3,,-3.9,1.1,,,,-1.3,-1.9,288.9,328.0,1.1,1.12,1.6,6.7,0.4,,34.0,16.5,328.0,,,-31.1,109.6,0.4,0.4,-0.2736,4.5469,-2.0733,-3.9,0.0,0.5,-3.9,-1.3,0.2,,2.4242,0.0775,-0.0726,206.6767,-12.4359,-94.2409,,,25.3731,34.3284,8.9552,,-139.2857,0.0,0.0,400.0,0.0,0.0,54.5455,0.0,-354.5455,39.2857,-139.2857,-139.2857,7.1429,-1575.0,,,,-5.3672,-17.7966,-11.0169,-17.4274,81.25,0.0,0.0,0.0,,0.0,0.0,,0.7724,,2.0,0.2667,0.0012,0.0242,10.0,-0.2042,-104.4,0.84,1.05,24.2717,,,79288.0,False
976,5911.5,5911.5,2990.3,55.9,2990.3,3853.1082,2768.5,2062.8,0.6,741.3,102.9,741.3,6435.2,6533.7,19.3,55.9,183.4,,85.4,1999.4,203.1,85.3,36.9,359.0,202.7,5231.4,5726.5,6582.4,5846.8,19.3,221.8,212.0,359.0,,,699.0,506.7,5911.5,6638.3,458.4888,1679.1917,216.4195,55.9,0.0,84.9,84.9,183.8,75.1,0.0,2788.4434,2.4704,8.6168,71.3305,19.4762,9.1944,0.0,85.4,97.7637,99.2601,1.4964,,0.9456,0.0,0.0,0.0,9.5215,0.0,48.593999999999994,14.3069,27.5777,3.4289,1.4362,0.9456,1.2704,0.9524,15.0797,14.9725,20.1152,4.2133,2.7809,2.7611,2.3527,37.7169,26.7762,0.3674,1.3389,4.9347,0.0078,1.0517,2.5258,6.9171,7.5541,37.0784,272.4194,17.8541,30.756999999999998,10.0,24.3393,444.3,359.95,1.1,1286.5286,14.3266,2.8956,17228.0,False
977,33.9,,605.2,-36.8,605.2,0.0,360.1,0.7,12.4,0.2,0.2,0.2,1.1,18.2,55.6,-36.8,-22.8,28.2,1.8,9.7,-1.1,-40.6,699.5,279.0,32.8,50.49,56.7,70.7,,55.6,245.1,143.6,279.0,,33.2,34.6,2.1,33.2,,-2.5408,-4.5428,0.2836,-36.8,0.0,-39.9,-39.9,-56.7,15.0,,0.0,0.0466,0.1404,66.8058,37.3647,33.1942,,1.8,1.5559,25.7426,24.1867,-1.2229,-108.5546,0.0,0.0,0.0,169.5122,0.0,52.1341,-9.4512,-112.1951,96.7552,-117.6991,-108.5546,44.2478,-112.9518,-6.0489,-5.936,2.4195,-5.6217,-5.1925,-5.0955,-5.1536,-17.6581,0.0555,36.5714,50.4286,0.0003,25.1429,113.2981,,,0.0,0.0,66.4,0.0,0.0,10.0,-0.1873,621.5,8.71,1.0496,592.4877,,0.9708,96400.0,False
978,1391.9,1389.5,1304.4,-62.4,1304.4,655.6437,543.7,749.1,2.5,271.2,9.9,271.2,1187.8,1243.1,43.3,-62.4,-43.0,1.6,44.5,157.7,-1.5,-98.0,72.6,870.0,0.3,983.29,1434.0,1251.1,1223.8,43.3,760.7,564.4,870.0,6.2,2.1,-250.1,180.8,1391.7,1186.3,-29.4347,-463.026,7.2607,-62.4,0.0,-98.3,-98.3,-44.8,-55.0,,246.1906,1.0661,23.3269,95.4299,6.0665,-1.4699,,45.0,94.9405,99.3606,4.4201,-46.6667,-4.4831,0.0,0.0,0.0,14433.3333,0.0,18433.3333,-11966.6667,-20800.0,0.0216,-7.0623,-4.4831,-3.9514,-4.455,-15.7022,-15.8035,-13.9293,-11.4306,-7.2316,-7.2782,-4.7486,141.0269,49.8804,0.40399999999999997,0.6676,1.2282,0.0375,6.8469,6.3741,17.4963,4.8314,3.4599,5.1203,1.6149,2.4134,5.0,-2.0393,374.0,18.71,1.2,257.9241,,0.7633,363803.0,False
979,19.1,,123.7,7.7,123.7,0.0,122.2,7.3,0.4,1.4,,1.4,3.5,5.5,0.2,7.7,15.4,8.1,0.3,20.8,-3.5,13.4,60.0,1.9,15.6,1.72,3.7,11.4,-0.2,0.2,1.5,0.8,1.9,,19.1,13.4,0.1,19.1,,0.9209,6.6245,0.5546,6.2,1.5,13.4,13.3,-3.7,8.0,0.0,0.0,0.1621,0.8901,81.7844,11.3689,18.2156,0.0,0.3,30.7018,48.2456,17.5439,0.7016,40.3141,0.0,0.6409999999999999,0.0,1.2821,0.0,12.8205,35.8974,49.358999999999995,81.6754,69.6335,40.3141,41.8848,40.3141,7.0223,7.0223,7.2959,11.9483,6.8658,6.8658,6.5365,43.0042,1.1457,0.2371,2.3814,0.0,0.0412,39.4595,,,0.0,0.027000000000000003,9.0952,0.0,0.0,10.0,1.4167,115.6,12.97,1.05,77.82,14.7955,0.6856,9707.0,False
980,0.8,,19.4,0.1,19.4,0.0,5.1,,,2.0,2.0,2.0,0.4,0.7,,0.1,0.4,0.1,,,-0.4,0.1,32.5,0.6,0.4,0.14,0.4,0.7,,,14.3,0.0,0.6,,0.8,5.1,,0.8,,0.0047,-0.1041,-0.0005,0.1,0.0,0.1,0.1,-0.4,0.1,0.0,,0.0413,-1.0,104.1344,-4.6753,-4.1344,0.0,,57.1429,100.0,42.8571,0.125,12.5,0.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,50.0,12.5,12.5,12.5,12.5,0.5764,0.5764,0.5764,0.5764,0.5764,0.5764,0.5168,,39.2157,,,0.0,,2737.5,,,0.0,,4.0,0.0,,10.0,0.0615,17.4,1.34,1.0492,4.355,41.6,0.2503,499.0,False
981,1146.0,1003.9,3321.0,-278.2,3321.0,1457.1932,1007.9,4883.9,1.0,136.7,55.3,136.7,1153.6,1419.8,8.7,-278.2,13.0,2.3,265.8,640.6,-120.4,-390.8,175.9,1163.8,21.7,319.44,1135.6,1453.5,422.9,8.7,2313.1,174.0,1163.8,14.1,4.5,-3936.4,87.4,1008.4,1033.2,-70.2776,207.6435,-14.265999999999998,-278.2,0.0,-253.2,-278.2,-129.1,-244.7,,576.9540000000001,0.3473,-0.5056,168.6788,-57.0898,-11.974,,265.8,79.367,97.6815,18.3144,-86.8444,-24.2757,0.0,115.2074,0.0,40.0922,0.0,1226.7281,0.0,-1282.0276,1.8935,-24.2757,-24.2757,-21.3525,-41.2336,,,,,,,-12.6,109.5975,13.5629,0.0701,0.2014,,0.0019,3.0213,1.2348,3.8211,7.5538,0.7118,9.4774,0.9635,17.7681,10.0,-23.5734,-1867.0,86.05,1.1564,1470.335,,,876062.0,False
982,12599.5,12243.3,35385.8,-6298.6,35385.8,2844.8192,7733.9,68423.3,131.6,3192.7,1940.3,3192.7,10830.9,16302.1,474.2,-6298.6,219.6,90.9,5471.2,59.4,1412.4,-4250.9,8553.0,2414.9,693.8,2998.47,11329.4,18898.1,12235.3,474.2,27651.9,956.8,2414.9,12098.5,282.1,-61440.4,9.7,12542.7,12243.3,-3333.7056,4206.2321,-1093.7265,-6298.6,0.0,-5251.6,-6298.6,938.2,-4830.7,,1279.6091,0.3488,0.0174,-1901.5516,1507.1002,540.2732,,5471.2,57.3121,86.2632,28.9511,-15.0688,-49.9909,0.0,150.908,0.0,68.3482,0.0,788.5846,0.0,-907.8409,5.5066,-49.9909,-49.9909,-38.3404,-42.101000000000006,,,,,,,-14.6206,98.3847,41.2819,0.0762,0.1097,,0.0147,32.6327,-2.0,,3.9825,2.2766,24.4497,5.098,10.373,10.0,-13.9838,-40847.6,20.15,1.1777,3004.3685,,,6474463.0,False
983,2863.1,2838.4,2481.2,-64.8,2481.2,917.1402,909.8,1297.6,0.6,145.4,7.0,145.4,2624.3,2806.6,87.7,-64.8,118.2,6.4,158.2,591.6,193.4,-57.9,465.5,3027.5,205.9,2414.7,2732.6,2907.2,2828.6,87.7,1571.4,1490.8,3027.5,27.0,18.7,-449.5,432.9,2862.5,2817.7,-133.7439,183.8585,-8.7146,-64.8,0.0,-64.1,-64.8,105.7,23.6,,190.3944,1.4001,-0.4069,444.1026,-323.0528,-23.4654,,158.2,90.26899999999999,96.5396,6.2706,-3.0963,-2.2633,0.0,0.34,0.0,42.5935,0.0,88.5381,0.0,-31.4716,7.1915,-2.2633,-2.2633,0.8243,-1.8585,-200.7547,-244.5283,89.0566,-3.2997,-3.0319,-3.6929,-2.6015,80.3343,15.9815,0.1928,0.6577,,0.0489,11.4605,5.2528,13.6154,22.4646,9.6667,10.2894,1.1037,2.6428,10.0,1.2428,19.0,26.4,1.2,441.1405,16.4542,18.879,412813.0,False
984,,,1187.4,-92.9,1187.4,0.0,678.7,964.1,,51.9,51.9,51.9,71.0,89.7,1.8,-92.9,-72.8,,4.2,566.4,-71.0,-91.5,368.6,27.6,-71.0,5.68,72.4,92.9,,1.8,508.7,1.0,27.6,,,-307.3,2.6,,,-0.3359,-35.3,0.3359,-92.9,0.0,-91.5,-92.9,-72.8,-89.7,,0.0,0.0,3.0965,100.0,0.9516,-0.9085,,4.2,76.4263,96.5554,20.1292,,,0.0,0.0,-1.9718,-2.5352,0.0,-26.338,0.0,130.8451,,,,,,-35.7996,-35.7996,-34.5665,-9.415,-9.5591,-9.5591,-7.8291,,7.647,0.0568,0.6828,3.4981,0.002,9.5787,,,0.0,0.0077,0.0,0.0,0.0,1.0,-0.077,294.7,1.18,1.2,416.5495,,1.9845,1654619.0,False
985,0.8,0.8,4.6,0.0,4.6,0.0,1.5,1.2,1.4,,,,0.8,0.8,,0.0,0.0,,,,0.0,0.0,3.5,,0.0,0.14,0.8,0.8,0.8,,3.1,,,0.8,,0.3,,0.8,0.8,0.1038,-0.1828,-0.0211,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1839,-0.2222,182.7586,-103.8462,21.0875,,,100.0,100.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.1667,1.25,0.0,1.1667,638.75,,,,,4.0,,,1.0,0.0,3.4,3.17,1.02,11.095,,3.2632,8464.0,False
986,16820.4,16734.8,8282.6,826.7,8282.6,3524.4737,4102.7,2660.6,,2133.7,27.2,2133.7,15372.5,15416.7,353.3,619.2,1173.4,37.6,28.8,1312.4,1443.5,1090.8,143.6,3217.8,1526.7,12824.23,15659.7,16074.9,15168.6,353.3,4179.9,2881.9,3217.8,316.6,44.8,1070.6,894.4,16783.1,16816.0,1299.6316,-392.6302,-32.0014,826.7,0.0,1129.2,1127.7,1090.2,1237.8,20.854,580.6864,2.1433,1.4794,-44.872,148.5293,-3.0714,20.854,28.8,95.6305,95.9054,0.275,24.3482,4.9149,0.0,0.0,0.0983,23.1414,0.0,2.8951,19.7157,54.1495,9.0765,6.7044,4.9149,7.3589,4.7178,19.0777,19.9186,29.8236,25.6895,18.6477,19.4696,10.0891,49.0137,52.0072,0.8778,1.3729,0.0182,0.1168,12.2928,16.9558,39.6728,8.2068,5.9338,15.009,3.8117,5.97,1.0,5.9091,4971.7,222.7,1.0919,30790.0785,38.7005,6.5427,1226647.0,False
987,6.1,,196.3,-35.8,196.3,0.0,193.4,1.1,,,,,1.6,41.8,,-35.8,4.5,6.0,0.1,,-1.6,-35.7,20.0,,4.5,0.28,1.6,41.9,,,2.9,,,,6.1,4.8,617.0,6.1,,0.1623,0.2312,0.0066,-35.8,0.0,-35.7,-35.7,-1.6,-35.8,,0.0,0.1089,0.2581,57.7902,40.5647,42.2098,,39.9,3.8186,99.7613,95.9427,-5.8525,-586.8852,0.0,0.0,0.0,0.0,0.0,893.3333,2.2222,-795.5556,73.7705,-585.2459,-586.8852,-586.8852,-586.8852,,,,,,,-63.9286,50.0523,0.0,5.3636,5.3636,,0.0,0.0,,,,0.0,15.25,,,,,,,,,,,,False
988,5.9,5.8,12.8,1.1,12.8,1.1862,2.9,0.3,,1.6,0.4,1.6,3.7,4.0,0.6,1.1,1.6,,,,2.1,1.2,45.2,109.7,2.2,2.61,4.3,4.8,5.3,0.6,9.9,8.2,109.7,0.5,,1.8,1.7,5.9,5.8,-0.7124,-5.9341,0.3465,1.1,0.0,1.3,1.3,1.5,1.6,0.0,70.7317,0.4574,7.875,94.1922,11.3081,-4.8515,0.0,,77.0833,83.3333,6.25,,18.6441,0.0,0.0,0.0,27.2727,0.0,13.6364,9.0909,50.0,37.2881,22.0339,18.6441,27.1186,18.6441,11.1111,11.1111,16.1616,11.4286,10.4762,10.4762,8.5271,,55.1724,4.0,4.0,0.0,0.8333,42.4419,,,3.625,8.0,3.2778,0.0529,0.6824,10.0,0.2434,10.5,9.17,1.05,39.4917,65.5182,3.8341,12300.0,False
